model_name,coef_econ,coef_loc,coef_glob,model_pos_vars,model_neg_vars,data_pos_vars,data_neg_vars,modelcorrect,stanfile,model_data_name,csv_filename,seed
econ_glob_loc,0,1,0,Econ+Glob+Loc,,Loc,Econ+Glob,no,stan_models/master_pos.stan,econ_0_loc_1_glob_0_mod_econ_glob_loc,econ_0_loc_1_glob_0.csv,9323.11508081248
econ_glob,0,1,0,Econ+Glob,Loc,Loc,Econ+Glob,no,stan_models/master_model.stan,econ_0_loc_1_glob_0_mod_econ_glob,econ_0_loc_1_glob_0.csv,9789.03781311377
econ_loc,0,1,0,Econ+Loc,Glob,Loc,Econ+Glob,no,stan_models/master_model.stan,econ_0_loc_1_glob_0_mod_econ_loc,econ_0_loc_1_glob_0.csv,1552.2110277325846
glob_loc,0,1,0,Glob+Loc,Econ,Loc,Econ+Glob,no,stan_models/master_model.stan,econ_0_loc_1_glob_0_mod_glob_loc,econ_0_loc_1_glob_0.csv,6042.635479267687
econ,0,1,0,Econ,Glob+Loc,Loc,Econ+Glob,no,stan_models/master_model.stan,econ_0_loc_1_glob_0_mod_econ,econ_0_loc_1_glob_0.csv,5344.1617468581535
glob,0,1,0,Glob,Econ+Loc,Loc,Econ+Glob,no,stan_models/master_model.stan,econ_0_loc_1_glob_0_mod_glob,econ_0_loc_1_glob_0.csv,2734.873134245863
loc,0,1,0,Loc,Econ+Glob,Loc,Econ+Glob,yes,stan_models/master_model.stan,econ_0_loc_1_glob_0_mod_loc,econ_0_loc_1_glob_0.csv,7577.033161746571
none,0,1,0,,Econ+Glob+Loc,Loc,Econ+Glob,no,stan_models/master_neg.stan,econ_0_loc_1_glob_0_mod_none,econ_0_loc_1_glob_0.csv,1475.262591384584
econ_glob_loc,1,1,0,Econ+Glob+Loc,,Econ+Loc,Glob,no,stan_models/master_pos.stan,econ_1_loc_1_glob_0_mod_econ_glob_loc,econ_1_loc_1_glob_0.csv,9392.252730105538
econ_glob,1,1,0,Econ+Glob,Loc,Econ+Loc,Glob,no,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_econ_glob,econ_1_loc_1_glob_0.csv,7719.516290410189
econ_loc,1,1,0,Econ+Loc,Glob,Econ+Loc,Glob,yes,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_econ_loc,econ_1_loc_1_glob_0.csv,769.7299419157207
glob_loc,1,1,0,Glob+Loc,Econ,Econ+Loc,Glob,no,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_glob_loc,econ_1_loc_1_glob_0.csv,1709.5531769806985
econ,1,1,0,Econ,Glob+Loc,Econ+Loc,Glob,no,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_econ,econ_1_loc_1_glob_0.csv,9518.970882309368
glob,1,1,0,Glob,Econ+Loc,Econ+Loc,Glob,no,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_glob,econ_1_loc_1_glob_0.csv,2053.5271534305066
loc,1,1,0,Loc,Econ+Glob,Econ+Loc,Glob,no,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_loc,econ_1_loc_1_glob_0.csv,9467.127425576793
none,1,1,0,,Econ+Glob+Loc,Econ+Loc,Glob,no,stan_models/master_neg.stan,econ_1_loc_1_glob_0_mod_none,econ_1_loc_1_glob_0.csv,1928.3519226966891
econ_glob_loc,-1,-1,1,Econ+Glob+Loc,,Glob,Econ+Loc,no,stan_models/master_pos.stan,econ_-1_loc_-1_glob_1_mod_econ_glob_loc,econ_-1_loc_-1_glob_1.csv,8308.809353852412
econ_glob,-1,-1,1,Econ+Glob,Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_econ_glob,econ_-1_loc_-1_glob_1.csv,6028.55170486588
econ_loc,-1,-1,1,Econ+Loc,Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_econ_loc,econ_-1_loc_-1_glob_1.csv,6697.548742840998
glob_loc,-1,-1,1,Glob+Loc,Econ,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_glob_loc,econ_-1_loc_-1_glob_1.csv,6893.966476120288
econ,-1,-1,1,Econ,Glob+Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_econ,econ_-1_loc_-1_glob_1.csv,5918.346017682925
glob,-1,-1,1,Glob,Econ+Loc,Glob,Econ+Loc,yes,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_glob,econ_-1_loc_-1_glob_1.csv,4254.001685021911
loc,-1,-1,1,Loc,Econ+Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_loc,econ_-1_loc_-1_glob_1.csv,2742.1982246167026
none,-1,-1,1,,Econ+Glob+Loc,Glob,Econ+Loc,no,stan_models/master_neg.stan,econ_-1_loc_-1_glob_1_mod_none,econ_-1_loc_-1_glob_1.csv,7186.601850239327
econ_glob_loc,0,-1,1,Econ+Glob+Loc,,Glob,Econ+Loc,no,stan_models/master_pos.stan,econ_0_loc_-1_glob_1_mod_econ_glob_loc,econ_0_loc_-1_glob_1.csv,993.6486825568136
econ_glob,0,-1,1,Econ+Glob,Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_econ_glob,econ_0_loc_-1_glob_1.csv,4904.775759439915
econ_loc,0,-1,1,Econ+Loc,Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_econ_loc,econ_0_loc_-1_glob_1.csv,2329.274188060779
glob_loc,0,-1,1,Glob+Loc,Econ,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_glob_loc,econ_0_loc_-1_glob_1.csv,7363.69971781713
econ,0,-1,1,Econ,Glob+Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_econ,econ_0_loc_-1_glob_1.csv,8972.632697556634
glob,0,-1,1,Glob,Econ+Loc,Glob,Econ+Loc,yes,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_glob,econ_0_loc_-1_glob_1.csv,5450.359322414035
loc,0,-1,1,Loc,Econ+Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_loc,econ_0_loc_-1_glob_1.csv,7123.475715362234
none,0,-1,1,,Econ+Glob+Loc,Glob,Econ+Loc,no,stan_models/master_neg.stan,econ_0_loc_-1_glob_1_mod_none,econ_0_loc_-1_glob_1.csv,113.02526295185089
econ_glob_loc,1,-1,1,Econ+Glob+Loc,,Econ+Glob,Loc,no,stan_models/master_pos.stan,econ_1_loc_-1_glob_1_mod_econ_glob_loc,econ_1_loc_-1_glob_1.csv,1913.8194656530395
econ_glob,1,-1,1,Econ+Glob,Loc,Econ+Glob,Loc,yes,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_econ_glob,econ_1_loc_-1_glob_1.csv,7500.3550217284355
econ_loc,1,-1,1,Econ+Loc,Glob,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_econ_loc,econ_1_loc_-1_glob_1.csv,537.058964534197
glob_loc,1,-1,1,Glob+Loc,Econ,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_glob_loc,econ_1_loc_-1_glob_1.csv,6144.683882888639
econ,1,-1,1,Econ,Glob+Loc,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_econ,econ_1_loc_-1_glob_1.csv,2814.135040194029
glob,1,-1,1,Glob,Econ+Loc,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_glob,econ_1_loc_-1_glob_1.csv,5404.518098067958
loc,1,-1,1,Loc,Econ+Glob,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_loc,econ_1_loc_-1_glob_1.csv,6198.935282448307
none,1,-1,1,,Econ+Glob+Loc,Econ+Glob,Loc,no,stan_models/master_neg.stan,econ_1_loc_-1_glob_1_mod_none,econ_1_loc_-1_glob_1.csv,7327.9460969353095
econ_glob_loc,-1,0,1,Econ+Glob+Loc,,Glob,Econ+Loc,no,stan_models/master_pos.stan,econ_-1_loc_0_glob_1_mod_econ_glob_loc,econ_-1_loc_0_glob_1.csv,4396.743979495484
econ_glob,-1,0,1,Econ+Glob,Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_econ_glob,econ_-1_loc_0_glob_1.csv,5917.378137377789
econ_loc,-1,0,1,Econ+Loc,Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_econ_loc,econ_-1_loc_0_glob_1.csv,858.2647442978341
glob_loc,-1,0,1,Glob+Loc,Econ,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_glob_loc,econ_-1_loc_0_glob_1.csv,4172.1526933107525
econ,-1,0,1,Econ,Glob+Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_econ,econ_-1_loc_0_glob_1.csv,7986.004064133624
glob,-1,0,1,Glob,Econ+Loc,Glob,Econ+Loc,yes,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_glob,econ_-1_loc_0_glob_1.csv,7378.1477170065045
loc,-1,0,1,Loc,Econ+Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_loc,econ_-1_loc_0_glob_1.csv,3512.5153190728743
none,-1,0,1,,Econ+Glob+Loc,Glob,Econ+Loc,no,stan_models/master_neg.stan,econ_-1_loc_0_glob_1_mod_none,econ_-1_loc_0_glob_1.csv,5140.29722548835
econ_glob_loc,0,0,1,Econ+Glob+Loc,,Glob,Econ+Loc,no,stan_models/master_pos.stan,econ_0_loc_0_glob_1_mod_econ_glob_loc,econ_0_loc_0_glob_1.csv,970.1029232547153
econ_glob,0,0,1,Econ+Glob,Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_econ_glob,econ_0_loc_0_glob_1.csv,1717.4051942192018
econ_loc,0,0,1,Econ+Loc,Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_econ_loc,econ_0_loc_0_glob_1.csv,3704.3521647758316
glob_loc,0,0,1,Glob+Loc,Econ,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_glob_loc,econ_0_loc_0_glob_1.csv,9786.691643391736
econ,0,0,1,Econ,Glob+Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_econ,econ_0_loc_0_glob_1.csv,510.11498137563467
glob,0,0,1,Glob,Econ+Loc,Glob,Econ+Loc,yes,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_glob,econ_0_loc_0_glob_1.csv,3242.8301993240602
loc,0,0,1,Loc,Econ+Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_loc,econ_0_loc_0_glob_1.csv,6104.305643895874
none,0,0,1,,Econ+Glob+Loc,Glob,Econ+Loc,no,stan_models/master_neg.stan,econ_0_loc_0_glob_1_mod_none,econ_0_loc_0_glob_1.csv,9101.291960283881
econ_glob_loc,1,0,1,Econ+Glob+Loc,,Econ+Glob,Loc,no,stan_models/master_pos.stan,econ_1_loc_0_glob_1_mod_econ_glob_loc,econ_1_loc_0_glob_1.csv,1590.1196695249528
econ_glob,1,0,1,Econ+Glob,Loc,Econ+Glob,Loc,yes,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_econ_glob,econ_1_loc_0_glob_1.csv,1624.3857817447279
econ_loc,1,0,1,Econ+Loc,Glob,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_econ_loc,econ_1_loc_0_glob_1.csv,3953.7481882353313
glob_loc,1,0,1,Glob+Loc,Econ,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_glob_loc,econ_1_loc_0_glob_1.csv,5339.823041794822
econ,1,0,1,Econ,Glob+Loc,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_econ,econ_1_loc_0_glob_1.csv,1948.8594551482238
glob,1,0,1,Glob,Econ+Loc,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_glob,econ_1_loc_0_glob_1.csv,2941.2094551736955
loc,1,0,1,Loc,Econ+Glob,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_loc,econ_1_loc_0_glob_1.csv,8423.577913978137
none,1,0,1,,Econ+Glob+Loc,Econ+Glob,Loc,no,stan_models/master_neg.stan,econ_1_loc_0_glob_1_mod_none,econ_1_loc_0_glob_1.csv,4418.149021571269
econ_glob_loc,-1,1,1,Econ+Glob+Loc,,Glob+Loc,Econ,no,stan_models/master_pos.stan,econ_-1_loc_1_glob_1_mod_econ_glob_loc,econ_-1_loc_1_glob_1.csv,6228.465732102282
econ_glob,-1,1,1,Econ+Glob,Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_econ_glob,econ_-1_loc_1_glob_1.csv,9544.049196169712
econ_loc,-1,1,1,Econ+Loc,Glob,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_econ_loc,econ_-1_loc_1_glob_1.csv,7854.601026977412
glob_loc,-1,1,1,Glob+Loc,Econ,Glob+Loc,Econ,yes,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_glob_loc,econ_-1_loc_1_glob_1.csv,6269.126787804766
econ,-1,1,1,Econ,Glob+Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_econ,econ_-1_loc_1_glob_1.csv,4421.112947952701
glob,-1,1,1,Glob,Econ+Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_glob,econ_-1_loc_1_glob_1.csv,3267.8840195219964
loc,-1,1,1,Loc,Econ+Glob,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_loc,econ_-1_loc_1_glob_1.csv,8332.460665683728
none,-1,1,1,,Econ+Glob+Loc,Glob+Loc,Econ,no,stan_models/master_neg.stan,econ_-1_loc_1_glob_1_mod_none,econ_-1_loc_1_glob_1.csv,2350.5281009103637
econ_glob_loc,0,1,1,Econ+Glob+Loc,,Glob+Loc,Econ,no,stan_models/master_pos.stan,econ_0_loc_1_glob_1_mod_econ_glob_loc,econ_0_loc_1_glob_1.csv,8053.041022769874
econ_glob,0,1,1,Econ+Glob,Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_econ_glob,econ_0_loc_1_glob_1.csv,9585.490147217875
econ_loc,0,1,1,Econ+Loc,Glob,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_econ_loc,econ_0_loc_1_glob_1.csv,2613.1294630544726
glob_loc,0,1,1,Glob+Loc,Econ,Glob+Loc,Econ,yes,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_glob_loc,econ_0_loc_1_glob_1.csv,1967.554600922158
econ,0,1,1,Econ,Glob+Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_econ,econ_0_loc_1_glob_1.csv,5532.843549961224
glob,0,1,1,Glob,Econ+Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_glob,econ_0_loc_1_glob_1.csv,1511.9072870952077
loc,0,1,1,Loc,Econ+Glob,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_loc,econ_0_loc_1_glob_1.csv,2077.967051306274
none,0,1,1,,Econ+Glob+Loc,Glob+Loc,Econ,no,stan_models/master_neg.stan,econ_0_loc_1_glob_1_mod_none,econ_0_loc_1_glob_1.csv,1282.9844476892613
econ_glob_loc,1,1,1,Econ+Glob+Loc,,Econ+Glob+Loc,,yes,stan_models/master_pos.stan,econ_1_loc_1_glob_1_mod_econ_glob_loc,econ_1_loc_1_glob_1.csv,7654.903186984127
econ_glob,1,1,1,Econ+Glob,Loc,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_econ_glob,econ_1_loc_1_glob_1.csv,4067.5772984907962
econ_loc,1,1,1,Econ+Loc,Glob,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_econ_loc,econ_1_loc_1_glob_1.csv,5154.3445026802365
glob_loc,1,1,1,Glob+Loc,Econ,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_glob_loc,econ_1_loc_1_glob_1.csv,9734.285458675586
econ,1,1,1,Econ,Glob+Loc,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_econ,econ_1_loc_1_glob_1.csv,7436.525424490217
glob,1,1,1,Glob,Econ+Loc,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_glob,econ_1_loc_1_glob_1.csv,677.4400638986845
loc,1,1,1,Loc,Econ+Glob,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_loc,econ_1_loc_1_glob_1.csv,6129.83858629805
none,1,1,1,,Econ+Glob+Loc,Econ+Glob+Loc,,no,stan_models/master_neg.stan,econ_1_loc_1_glob_1_mod_none,econ_1_loc_1_glob_1.csv,3976.739079130348
econ_glob_loc,-1,-1,-1,Econ+Glob+Loc,,,Econ+Glob+Loc,no,stan_models/master_pos.stan,econ_-1_loc_-1_glob_-1_mod_econ_glob_loc,econ_-1_loc_-1_glob_-1.csv,8814.701692354865
econ_glob,-1,-1,-1,Econ+Glob,Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_econ_glob,econ_-1_loc_-1_glob_-1.csv,9470.32544208737
econ_loc,-1,-1,-1,Econ+Loc,Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_econ_loc,econ_-1_loc_-1_glob_-1.csv,4080.519844226772
glob_loc,-1,-1,-1,Glob+Loc,Econ,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_glob_loc,econ_-1_loc_-1_glob_-1.csv,2149.104976785369
econ,-1,-1,-1,Econ,Glob+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_econ,econ_-1_loc_-1_glob_-1.csv,4602.251697121654
glob,-1,-1,-1,Glob,Econ+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_glob,econ_-1_loc_-1_glob_-1.csv,5766.889529519714
loc,-1,-1,-1,Loc,Econ+Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_loc,econ_-1_loc_-1_glob_-1.csv,7653.804198885802
none,-1,-1,-1,,Econ+Glob+Loc,,Econ+Glob+Loc,yes,stan_models/master_neg.stan,econ_-1_loc_-1_glob_-1_mod_none,econ_-1_loc_-1_glob_-1.csv,3577.172288061818
econ_glob_loc,0,-1,-1,Econ+Glob+Loc,,,Econ+Glob+Loc,no,stan_models/master_pos.stan,econ_0_loc_-1_glob_-1_mod_econ_glob_loc,econ_0_loc_-1_glob_-1.csv,9730.107604873832
econ_glob,0,-1,-1,Econ+Glob,Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_econ_glob,econ_0_loc_-1_glob_-1.csv,6909.357882905053
econ_loc,0,-1,-1,Econ+Loc,Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_econ_loc,econ_0_loc_-1_glob_-1.csv,5735.084898835747
glob_loc,0,-1,-1,Glob+Loc,Econ,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_glob_loc,econ_0_loc_-1_glob_-1.csv,8654.573905258207
econ,0,-1,-1,Econ,Glob+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_econ,econ_0_loc_-1_glob_-1.csv,3859.971562836319
glob,0,-1,-1,Glob,Econ+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_glob,econ_0_loc_-1_glob_-1.csv,5727.074651746545
loc,0,-1,-1,Loc,Econ+Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_loc,econ_0_loc_-1_glob_-1.csv,555.8157716656569
none,0,-1,-1,,Econ+Glob+Loc,,Econ+Glob+Loc,yes,stan_models/master_neg.stan,econ_0_loc_-1_glob_-1_mod_none,econ_0_loc_-1_glob_-1.csv,150.44088626862504
econ_glob_loc,1,-1,-1,Econ+Glob+Loc,,Econ,Glob+Loc,no,stan_models/master_pos.stan,econ_1_loc_-1_glob_-1_mod_econ_glob_loc,econ_1_loc_-1_glob_-1.csv,2311.0862759798765
econ_glob,1,-1,-1,Econ+Glob,Loc,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_econ_glob,econ_1_loc_-1_glob_-1.csv,4920.138163083699
econ_loc,1,-1,-1,Econ+Loc,Glob,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_econ_loc,econ_1_loc_-1_glob_-1.csv,1415.316023034742
glob_loc,1,-1,-1,Glob+Loc,Econ,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_glob_loc,econ_1_loc_-1_glob_-1.csv,8947.613451579819
econ,1,-1,-1,Econ,Glob+Loc,Econ,Glob+Loc,yes,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_econ,econ_1_loc_-1_glob_-1.csv,6331.709657393629
glob,1,-1,-1,Glob,Econ+Loc,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_glob,econ_1_loc_-1_glob_-1.csv,2621.3472532494925
loc,1,-1,-1,Loc,Econ+Glob,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_loc,econ_1_loc_-1_glob_-1.csv,1146.881490881322
none,1,-1,-1,,Econ+Glob+Loc,Econ,Glob+Loc,no,stan_models/master_neg.stan,econ_1_loc_-1_glob_-1_mod_none,econ_1_loc_-1_glob_-1.csv,5007.458740052069
econ_glob_loc,-1,0,-1,Econ+Glob+Loc,,,Econ+Glob+Loc,no,stan_models/master_pos.stan,econ_-1_loc_0_glob_-1_mod_econ_glob_loc,econ_-1_loc_0_glob_-1.csv,4670.161341133295
econ_glob,-1,0,-1,Econ+Glob,Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_econ_glob,econ_-1_loc_0_glob_-1.csv,717.6383940193336
econ_loc,-1,0,-1,Econ+Loc,Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_econ_loc,econ_-1_loc_0_glob_-1.csv,7446.205489357468
glob_loc,-1,0,-1,Glob+Loc,Econ,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_glob_loc,econ_-1_loc_0_glob_-1.csv,8242.07683507353
econ,-1,0,-1,Econ,Glob+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_econ,econ_-1_loc_0_glob_-1.csv,7414.651389658451
glob,-1,0,-1,Glob,Econ+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_glob,econ_-1_loc_0_glob_-1.csv,8028.657005644869
loc,-1,0,-1,Loc,Econ+Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_loc,econ_-1_loc_0_glob_-1.csv,3005.1870783159975
none,-1,0,-1,,Econ+Glob+Loc,,Econ+Glob+Loc,yes,stan_models/master_neg.stan,econ_-1_loc_0_glob_-1_mod_none,econ_-1_loc_0_glob_-1.csv,1417.7953236459289
econ_glob_loc,0,0,-1,Econ+Glob+Loc,,,Econ+Glob+Loc,no,stan_models/master_pos.stan,econ_0_loc_0_glob_-1_mod_econ_glob_loc,econ_0_loc_0_glob_-1.csv,5697.546409106348
econ_glob,0,0,-1,Econ+Glob,Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_econ_glob,econ_0_loc_0_glob_-1.csv,5557.155718078604
econ_loc,0,0,-1,Econ+Loc,Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_econ_loc,econ_0_loc_0_glob_-1.csv,6176.584839946125
glob_loc,0,0,-1,Glob+Loc,Econ,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_glob_loc,econ_0_loc_0_glob_-1.csv,1798.7573470859788
econ,0,0,-1,Econ,Glob+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_econ,econ_0_loc_0_glob_-1.csv,9830.2508736928
glob,0,0,-1,Glob,Econ+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_glob,econ_0_loc_0_glob_-1.csv,8135.35305202473
loc,0,0,-1,Loc,Econ+Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_loc,econ_0_loc_0_glob_-1.csv,8554.5249304045
none,0,0,-1,,Econ+Glob+Loc,,Econ+Glob+Loc,yes,stan_models/master_neg.stan,econ_0_loc_0_glob_-1_mod_none,econ_0_loc_0_glob_-1.csv,2547.061695428798
econ_glob_loc,1,0,-1,Econ+Glob+Loc,,Econ,Glob+Loc,no,stan_models/master_pos.stan,econ_1_loc_0_glob_-1_mod_econ_glob_loc,econ_1_loc_0_glob_-1.csv,7634.2457242642995
econ_glob,1,0,-1,Econ+Glob,Loc,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_econ_glob,econ_1_loc_0_glob_-1.csv,4084.9901878840756
econ_loc,1,0,-1,Econ+Loc,Glob,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_econ_loc,econ_1_loc_0_glob_-1.csv,3668.8801965669263
glob_loc,1,0,-1,Glob+Loc,Econ,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_glob_loc,econ_1_loc_0_glob_-1.csv,5244.148952596355
econ,1,0,-1,Econ,Glob+Loc,Econ,Glob+Loc,yes,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_econ,econ_1_loc_0_glob_-1.csv,6377.53844982665
glob,1,0,-1,Glob,Econ+Loc,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_glob,econ_1_loc_0_glob_-1.csv,9003.107926041353
loc,1,0,-1,Loc,Econ+Glob,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_loc,econ_1_loc_0_glob_-1.csv,8321.026783814654
none,1,0,-1,,Econ+Glob+Loc,Econ,Glob+Loc,no,stan_models/master_neg.stan,econ_1_loc_0_glob_-1_mod_none,econ_1_loc_0_glob_-1.csv,63.81042481539771
