tripletid,distance_normed_filterbank__dtw_pathlength_OTH,distance_normed_filterbank__dtw_pathlength_TGT,distance_normed_filterbank__dtw_sum_OTH,distance_normed_filterbank__dtw_sum_TGT,distance_normed_mfcc__dtw_pathlength_OTH,distance_normed_mfcc__dtw_pathlength_TGT,distance_normed_mfcc__dtw_sum_OTH,distance_normed_mfcc__dtw_sum_TGT,distance_unnormed_filterbank__dtw_pathlength_OTH,distance_unnormed_filterbank__dtw_pathlength_TGT,distance_unnormed_filterbank__dtw_sum_OTH,distance_unnormed_filterbank__dtw_sum_TGT,distance_unnormed_mfcc__dtw_pathlength_OTH,distance_unnormed_mfcc__dtw_pathlength_TGT,distance_unnormed_mfcc__dtw_sum_OTH,distance_unnormed_mfcc__dtw_sum_TGT,CORR_ANS,item_TGT,item_OTH,item_X,file_TGT,onset_TGT,offset_TGT,word_TGT,speaker_TGT,CV_TGT,context_TGT,phone_TGT,file_OTH,onset_OTH,offset_OTH,word_OTH,speaker_OTH,CV_OTH,context_OTH,phone_OTH,file_X,onset_X,offset_X,word_X,speaker_X,CV_X,context_X,phone_X
stimulus108_B,4.84704820403342,3.90007214571073,305.364036854106,292.505410928305,4.26885643452866,3.47514441261767,251.862529637191,257.160686533707,17.8769229743852,14.1498911431995,1108.36922441188,1061.24183573996,11.1980495322663,8.48489623049818,671.882971935981,636.367217287363,B,amelia_consonants_31,amelia_consonants_7,ewan_80,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,amelia_consonants.wav,17.98056,18.54394,EEPEE,amelia,C,I,p,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f
stimulus109_B,4.82418656383192,4.01669947148956,318.396313212907,265.102165118311,4.36672983472292,4.8822503414671,275.103979587544,307.581771512427,16.7332378559097,14.8083061718698,1104.39369849004,977.348207343409,11.5958912123835,10.7972105135754,730.54114638016,712.615893895977,B,ewan_50,ewan_76,amelia_consonants_3,ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,amelia_consonants.wav,7.31359,7.93251,APAH,amelia,C,A,p
stimulus110_A,4.6540653447246,4.01669947148956,316.476443441273,265.102165118311,4.91091378078977,4.8822503414671,329.031223312915,307.581771512427,18.0468746251108,14.8083061718698,1227.18747450753,977.348207343409,11.921549280855,10.7972105135754,810.665351098139,712.615893895977,A,amelia_consonants_3,amelia_consonants_27,ewan_50,amelia_consonants.wav,7.31359,7.93251,APAH,amelia,C,A,p,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p
stimulus111_A,4.92870437690295,3.56049319531157,340.080602006303,245.674030476499,4.00506866886298,4.24981113527294,276.349738151546,284.737346063287,18.1835823156745,13.3091102770451,1254.66717978154,918.32860911611,10.0610217870015,9.91007162511971,704.271525090106,673.88487050814,A,ewan_76,ewan_92,amelia_consonants_27,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f
stimulus112_B,5.66724627360785,3.69866995004697,515.719410898314,362.469655104604,5.12244747009591,3.65019895541914,461.020272308632,346.768900764819,21.0034221477512,14.4764724569268,1911.31141544536,1346.31193849419,16.0812681628122,9.67149655217452,1447.3141346531,928.463669008754,B,ewan_19,ewan_2,amelia_vowels_17,ewan.wav,54.4125,55.1725,HEEDAH,ewan,V,A,i,ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i
stimulus113_B,4.12498617799306,3.56049319531157,301.123990993493,245.674030476499,4.23990567112991,4.24981113527294,309.513113992483,284.737346063287,14.6494194875915,13.3091102770451,1069.40762259418,918.32860911611,11.4009389623174,9.91007162511971,820.867605286854,673.88487050814,B,amelia_consonants_27,amelia_consonants_42,ewan_76,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,amelia_consonants.wav,112.2325,112.9325,ASHAH,amelia,C,A,ʃ,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f
stimulus114_B,5.49722249408197,4.14474670545948,412.291687056148,319.14549632038,3.99761783596318,3.22669150398718,295.823719861275,242.001862799038,19.0738949209011,14.5940028095793,1468.68990890939,1123.73821633761,10.2847336518274,7.48461333335758,791.924491190712,568.830613335176,B,amelia_consonants_46,amelia_consonants_31,ewan_96,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,ewan.wav,276.7625,277.3325,EESHEE,ewan,C,I,ʃ
stimulus115_A,4.24421918332909,4.14474670545948,322.560657933011,319.14549632038,3.40387116413623,3.22669150398718,258.694208474353,242.001862799038,14.4575546484593,14.5940028095793,1098.77415328291,1123.73821633761,9.5361437145156,7.48461333335758,715.21077858867,568.830613335176,A,ewan_96,ewan_80,amelia_consonants_46,ewan.wav,276.7625,277.3325,EESHEE,ewan,C,I,ʃ,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ
stimulus116_A,4.67050184479119,3.90007214571073,354.95814020413,292.505410928305,3.75869678164768,3.47514441261767,285.660955405224,257.160686533707,16.2196828971872,14.1498911431995,1248.91558308341,1061.24183573996,9.96039005770567,8.48489623049818,766.950034443336,636.367217287363,A,ewan_80,ewan_87,amelia_consonants_31,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f
stimulus117_B,4.34851353336926,3.56049319531157,343.532569136172,245.674030476499,4.53379229920094,4.24981113527294,349.102007038473,284.737346063287,16.0473798462929,13.3091102770451,1267.74300785714,918.32860911611,11.6129972809391,9.91007162511971,894.200790632309,673.88487050814,B,amelia_consonants_27,amelia_consonants_34,ewan_76,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f
stimulus118_B,4.67050184479119,4.12817844946046,354.95814020413,288.97249146223203,3.75869678164768,3.6727697583545,285.660955405224,253.42111332646,16.2196828971872,15.1485003932378,1248.91558308341,1060.39502752664,9.96039005770567,8.61452101238219,766.950034443336,603.016470866754,B,amelia_consonants_38,amelia_consonants_31,ewan_87,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s
stimulus119_A,4.34851353336926,4.58066385646578,343.532569136172,366.453108517263,4.53379229920094,4.50512958002086,349.102007038473,346.894977661606,16.0473798462929,16.8691239178949,1267.74300785714,1349.52991343159,11.6129972809391,11.0236757260067,894.200790632309,848.823030902515,A,ewan_83,ewan_76,amelia_consonants_34,ewan.wav,244.4025,244.9725,ASSAH,ewan,C,A,s,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s
stimulus120_A,3.53575376643563,3.56049319531157,261.645778716237,245.674030476499,4.03779235193944,4.24981113527294,290.72104933964,284.737346063287,13.0723483247762,13.3091102770451,967.353776033437,918.32860911611,9.79043182255026,9.91007162511971,714.701523046169,673.88487050814,A,amelia_consonants_27,amelia_consonants_49,ewan_76,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,amelia_consonants.wav,129.9825,130.6925,ATHAH,amelia,C,A,θ,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f
stimulus121_B,4.3152203002433,3.56049319531157,289.119760116301,245.674030476499,4.10390594565974,4.24981113527294,274.961698359202,284.737346063287,16.3144417399582,13.3091102770451,1093.0675965772,918.32860911611,10.416784873647,9.91007162511971,697.924586534349,673.88487050814,B,ewan_76,ewan_97,amelia_consonants_27,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,ewan.wav,279.7725,280.3225,ATHAH,ewan,C,A,θ,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f
stimulus122_B,4.68515242019291,4.31714265346246,346.701279094276,345.371412276997,4.04668270699747,3.46955165020869,299.454520317813,274.094580366487,15.9350543520168,15.629286450248,1226.99918510529,1250.34291601984,9.28099188400441,8.50808189583447,714.636375068339,663.630387875089,B,amelia_consonants_55,amelia_consonants_31,ewan_101,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,ewan.wav,290.0925,290.7225,EETHEE,ewan,C,I,θ
stimulus123_A,4.43502847172036,3.87537830462639,376.977420096231,372.036317244134,4.47735558605345,3.87968162779801,371.620513642436,345.291664874023,15.7583063875893,14.1091743330373,1355.21434933268,1340.37156163855,12.4883248047727,8.94712395989206,1036.53095879614,858.923900149637,A,amelia_vowels_22,amelia_vowels_5,ewan_21,amelia_vowels.wav,57.64913,58.41293,HEEDI,amelia,V,I,i,amelia_vowels.wav,12.5659,13.30968,HADI,amelia,V,I,ɑ,ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i
stimulus124_A,3.96510067517072,4.31714265346246,309.277852663316,345.371412276997,3.38528099522699,3.46955165020869,260.666636632478,274.094580366487,14.7990072737207,15.629286450248,1139.5235600765,1250.34291601984,9.12721021965706,8.50808189583447,702.795186913594,663.630387875089,A,ewan_101,ewan_80,amelia_consonants_55,ewan.wav,290.0925,290.7225,EETHEE,ewan,C,I,θ,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ
stimulus125_A,4.45397207475953,3.90007214571073,334.047905606965,292.505410928305,3.75413161617826,3.47514441261767,281.55987121337,257.160686533707,15.7626171826379,14.1498911431995,1197.95890588048,1061.24183573996,9.52545088940519,8.48489623049818,714.408816705389,636.367217287363,A,ewan_80,ewan_62,amelia_consonants_31,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,ewan.wav,185.2225,185.7725,EETEE,ewan,C,I,t,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f
stimulus126_B,5.27032972778083,3.90007214571073,332.030772850192,292.505410928305,4.13806171230808,3.47514441261767,256.559826163101,257.160686533707,18.8976187862848,14.1498911431995,1171.65236474966,1061.24183573996,10.9512817635178,8.48489623049818,678.979469338104,636.367217287363,B,amelia_consonants_31,amelia_consonants_14,ewan_80,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,amelia_consonants.wav,36.60264,37.21308,EETEE,amelia,C,I,t,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f
stimulus127_B,4.46101769870321,4.42071027583906,303.349203511818,282.9254576537,4.65108358934467,4.72243690618866,311.622600486093,302.235961996074,16.730115726076,16.2997904124523,1137.64786937317,1059.4863768094,10.9724411383059,11.3545630419892,757.098438543109,726.692034687311,B,amelia_consonants_9,amelia_consonants_27,ewan_59,amelia_consonants.wav,23.47667,24.1025,ATAH,amelia,C,A,t,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,ewan.wav,177.0325,177.5625,ATAH,ewan,C,A,t
stimulus128_A,4.931355614227,4.42071027583906,325.469470538982,282.9254576537,4.79461879513725,4.72243690618866,302.060984093647,302.235961996074,17.5262898666443,16.2997904124523,1156.73513119852,1059.4863768094,12.4033708640591,11.3545630419892,781.412364435725,726.692034687311,A,ewan_59,ewan_76,amelia_consonants_9,ewan.wav,177.0325,177.5625,ATAH,ewan,C,A,t,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,amelia_consonants.wav,23.47667,24.1025,ATAH,amelia,C,A,t
stimulus129_A,4.85998935945358,4.11275680341429,335.339265802297,279.667462632172,4.05337553908388,3.42602549013817,275.629536657704,232.969733329395,17.5781409033993,14.7573219204716,1212.89172233455,1003.49789059207,10.7403433730469,8.94944648578029,741.083692740239,608.56236103306,A,ewan_71,ewan_56,amelia_consonants_23,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,ewan.wav,168.7025,169.3025,EEPEE,ewan,C,I,p,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k
stimulus130_B,4.90969222579509,4.55842086703049,333.859071354066,305.414198091043,5.52672677265288,3.94648174249628,359.237240222437,260.467795004755,18.0439165552814,16.6591845234018,1245.03024231441,1116.16536306792,13.0418624856543,10.0808408445777,886.846649024494,645.173814052974,B,ewan_68,ewan_50,amelia_consonants_20,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k
stimulus131_B,4.85998935945358,4.48806656717853,335.339265802297,287.236260299426,4.05337553908388,4.06553726026763,275.629536657704,256.128847396861,17.5781409033993,16.7378153277514,1212.89172233455,1037.74455032059,10.7403433730469,9.9461131381046,741.083692740239,636.551240838694,B,amelia_consonants_7,amelia_consonants_23,ewan_56,amelia_consonants.wav,17.98056,18.54394,EEPEE,amelia,C,I,p,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,ewan.wav,168.7025,169.3025,EEPEE,ewan,C,I,p
stimulus132_A,4.90969222579509,4.01669947148956,333.859071354066,265.102165118311,5.52672677265288,4.8822503414671,359.237240222437,307.581771512427,18.0439165552814,14.8083061718698,1245.03024231441,977.348207343409,13.0418624856543,10.7972105135754,886.846649024494,712.615893895977,A,amelia_consonants_3,amelia_consonants_20,ewan_50,amelia_consonants.wav,7.31359,7.93251,APAH,amelia,C,A,p,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p
stimulus133_A,4.60941233090876,4.11275680341429,350.315337149066,279.667462632172,3.61620617586521,3.42602549013817,271.215463189891,232.969733329395,15.492404034098,14.7573219204716,1177.42270659145,1003.49789059207,10.5854990629712,8.94944648578029,793.912429722837,608.56236103306,A,amelia_consonants_23,amelia_consonants_46,ewan_71,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k
stimulus134_A,4.22072288459533,4.95926823694916,337.657830767626,376.904386008136,4.08333256610454,4.24158644606135,322.583272722259,318.118983454601,15.1675685200922,18.4878260846476,1213.40548160737,1405.07478243322,10.3980403513089,11.2910784776832,831.843228104708,846.830885826241,A,ewan_8,ewan_37,amelia_vowels_5,ewan.wav,22.3965,23.01587,HADI,ewan,V,I,ɑ,ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ,amelia_vowels.wav,12.5659,13.30968,HADI,amelia,V,I,ɑ
stimulus135_B,6.43990422070635,4.11275680341429,444.353391228738,279.667462632172,4.16230383122121,3.42602549013817,287.198964354263,232.969733329395,23.2935182875366,14.7573219204716,1607.25276184002,1003.49789059207,11.2202605255583,8.94944648578029,841.519539416869,608.56236103306,B,ewan_71,ewan_96,amelia_consonants_23,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,ewan.wav,276.7625,277.3325,EESHEE,ewan,C,I,ʃ,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k
stimulus136_B,6.50045054994797,3.76222484920206,429.029736296566,267.117964293346,4.83891526902086,3.70289034107935,304.851661948314,262.905214216634,23.2032978298111,14.1573448789912,1554.62095459734,1005.17148640837,14.1396845161351,8.99329123974035,890.800124516512,638.523678021565,B,amelia_consonants_42,amelia_consonants_20,ewan_92,amelia_consonants.wav,112.2325,112.9325,ASHAH,amelia,C,A,ʃ,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ
stimulus137_A,4.68007921470597,3.76222484920206,341.645782673536,267.117964293346,3.86749955321517,3.70289034107935,274.592468278277,262.905214216634,17.2357182963343,14.1573448789912,1240.97171733607,1005.17148640837,10.91878613261,8.99329123974035,775.233815415312,638.523678021565,A,ewan_92,ewan_68,amelia_consonants_42,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,amelia_consonants.wav,112.2325,112.9325,ASHAH,amelia,C,A,ʃ
stimulus138_A,4.1993265298096,4.11275680341429,298.152183616481,279.667462632172,3.799940275627,3.42602549013817,262.195879018263,232.969733329395,14.5272721284347,14.7573219204716,1045.9635932473,1003.49789059207,9.94703289003056,8.94944648578029,686.345269412109,608.56236103306,A,amelia_consonants_23,amelia_consonants_38,ewan_71,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k
stimulus139_B,5.59484215891698,4.11275680341429,386.044108965272,279.667462632172,4.04369233924055,3.42602549013817,279.014771407598,232.969733329395,19.9346902554088,14.7573219204716,1375.4936276232,1003.49789059207,11.1471874508642,8.94944648578029,769.155934109633,608.56236103306,B,ewan_71,ewan_87,amelia_consonants_23,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k
stimulus140_B,6.29026917387966,4.58066385646578,434.028572997696,366.453108517263,5.08300976501805,4.50512958002086,320.229615196137,346.894977661606,21.6656722433784,16.8691239178949,1516.59705703649,1349.52991343159,13.5256626002842,11.0236757260067,879.16806901847,848.823030902515,B,amelia_consonants_34,amelia_consonants_20,ewan_83,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,ewan.wav,244.4025,244.9725,ASSAH,ewan,C,A,s
stimulus141_A,4.827357620928,4.58066385646578,386.18860967424,366.453108517263,4.14313735613217,4.50512958002086,319.021576422177,346.894977661606,17.7786470949564,16.8691239178949,1404.51312050156,1349.52991343159,11.1464200899709,11.0236757260067,858.274346927763,848.823030902515,A,ewan_83,ewan_68,amelia_consonants_34,ewan.wav,244.4025,244.9725,ASSAH,ewan,C,A,s,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s
stimulus142_A,4.15726210191474,4.55842086703049,320.109181847435,305.414198091043,3.69270327799411,3.94648174249628,265.874636015576,260.467795004755,15.8859735476733,16.6591845234018,1191.4480160755,1116.16536306792,10.2682200549327,10.0808408445777,739.311843955152,645.173814052974,A,amelia_consonants_20,amelia_consonants_49,ewan_68,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,amelia_consonants.wav,129.9825,130.6925,ATHAH,amelia,C,A,θ,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k
stimulus143_B,5.68390572461508,4.55842086703049,375.137777824595,305.414198091043,4.8319721027675,3.94648174249628,304.414242474352,260.467795004755,20.368050232428,16.6591845234018,1364.65936557268,1116.16536306792,13.2496206997055,10.0808408445777,834.726104081444,645.173814052974,B,ewan_68,ewan_97,amelia_consonants_20,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,ewan.wav,279.7725,280.3225,ATHAH,ewan,C,A,θ,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k
stimulus144_B,4.42052147925254,4.31714265346246,344.800675381698,345.371412276997,3.71138120918304,3.46955165020869,285.776353107094,274.094580366487,15.6492120374386,15.629286450248,1220.63853892021,1250.34291601984,9.77370038823806,8.50808189583447,752.574929894331,663.630387875089,B,ewan_101,ewan_71,amelia_consonants_55,ewan.wav,290.0925,290.7225,EETHEE,ewan,C,I,θ,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ
