_CORR_ANS,item_1,_tripletid,file_1,onset_1,offset_1,word_1,speaker_1,CV_1,context_1,phone_1,_target_other,CV_2,context_2,file_2,item_2,offset_2,onset_2,phone_2,speaker_2,word_2
B,amelia_consonants20,stimulus98_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan68,NA,NA,NA,NA,NA
B,amelia_consonants22,stimulus90_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan95,NA,NA,NA,NA,NA
B,amelia_consonants22,stimulus90_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan70,NA,NA,NA,NA,NA
B,amelia_consonants22,stimulus94_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan87,NA,NA,NA,NA,NA
B,amelia_consonants22,stimulus94_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan70,NA,NA,NA,NA,NA
B,amelia_consonants23,stimulus63_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan78,NA,NA,NA,NA,NA
B,amelia_consonants23,stimulus63_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan71,NA,NA,NA,NA,NA
B,amelia_consonants28,stimulus62_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan66,NA,NA,NA,NA,NA
B,amelia_consonants28,stimulus62_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan76,NA,NA,NA,NA,NA
B,amelia_consonants28,stimulus78_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan98,NA,NA,NA,NA,NA
B,amelia_consonants28,stimulus78_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan76,NA,NA,NA,NA,NA
B,amelia_consonants36,stimulus134_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan98,NA,NA,NA,NA,NA
B,amelia_consonants36,stimulus134_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan84,NA,NA,NA,NA,NA
B,amelia_consonants38,stimulus138_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan63,NA,NA,NA,NA,NA
B,amelia_consonants38,stimulus138_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan86,NA,NA,NA,NA,NA
B,amelia_consonants39,stimulus123_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan94,NA,NA,NA,NA,NA
B,amelia_consonants39,stimulus123_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan87,NA,NA,NA,NA,NA
B,amelia_consonants4,stimulus106_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan90,NA,NA,NA,NA,NA
B,amelia_consonants4,stimulus106_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan52,NA,NA,NA,NA,NA
B,amelia_consonants44,stimulus122_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan82,NA,NA,NA,NA,NA
B,amelia_consonants44,stimulus122_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan92,NA,NA,NA,NA,NA
B,amelia_consonants46,stimulus126_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan103,NA,NA,NA,NA,NA
B,amelia_consonants46,stimulus126_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan94,NA,NA,NA,NA,NA
B,amelia_consonants47,stimulus107_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan54,NA,NA,NA,NA,NA
B,amelia_consonants47,stimulus107_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan95,NA,NA,NA,NA,NA
B,amelia_consonants50,stimulus127_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan92,NA,NA,NA,NA,NA
B,amelia_consonants50,stimulus127_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan98,NA,NA,NA,NA,NA
B,amelia_consonants54,stimulus142_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan63,NA,NA,NA,NA,NA
B,amelia_consonants54,stimulus142_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan102,NA,NA,NA,NA,NA
B,amelia_consonants55,stimulus115_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan54,NA,NA,NA,NA,NA
B,amelia_consonants55,stimulus115_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan103,NA,NA,NA,NA,NA
B,amelia_consonants55,stimulus99_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan70,NA,NA,NA,NA,NA
B,amelia_consonants55,stimulus99_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan103,NA,NA,NA,NA,NA
B,amelia_consonants6,stimulus110_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan87,NA,NA,NA,NA,NA
B,amelia_consonants6,stimulus110_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan54,NA,NA,NA,NA,NA
B,amelia_vowels14,stimulus22_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan21,NA,NA,NA,NA,NA
B,amelia_vowels14,stimulus22_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan14,NA,NA,NA,NA,NA
B,amelia_vowels17,stimulus7_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan2,NA,NA,NA,NA,NA
B,amelia_vowels17,stimulus7_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan17,NA,NA,NA,NA,NA
B,amelia_vowels33,stimulus11_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan2,NA,NA,NA,NA,NA
B,amelia_vowels33,stimulus11_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan33,NA,NA,NA,NA,NA
B,amelia_vowels33,stimulus39_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan18,NA,NA,NA,NA,NA
B,amelia_vowels33,stimulus39_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan33,NA,NA,NA,NA,NA
B,amelia_vowels37,stimulus27_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan14,NA,NA,NA,NA,NA
B,amelia_vowels37,stimulus27_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan37,NA,NA,NA,NA,NA
B,amelia_vowels38,stimulus50_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan29,NA,NA,NA,NA,NA
B,amelia_vowels38,stimulus50_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan38,NA,NA,NA,NA,NA
B,amelia_vowels41,stimulus19_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan2,NA,NA,NA,NA,NA
B,amelia_vowels41,stimulus19_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan41,NA,NA,NA,NA,NA
B,amelia_vowels45,stimulus35_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan14,NA,NA,NA,NA,NA
B,amelia_vowels45,stimulus35_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan45,NA,NA,NA,NA,NA
B,amelia_vowels45,stimulus59_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan38,NA,NA,NA,NA,NA
B,amelia_vowels45,stimulus59_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan45,NA,NA,NA,NA,NA
B,amelia_vowels6,stimulus14_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan29,NA,NA,NA,NA,NA
B,amelia_vowels6,stimulus14_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan6,NA,NA,NA,NA,NA
B,amelia_vowels6,stimulus6_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan21,NA,NA,NA,NA,NA
B,amelia_vowels6,stimulus6_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan6,NA,NA,NA,NA,NA
B,amelia_vowels9,stimulus3_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,ewan2,NA,NA,NA,NA,NA
B,amelia_vowels9,stimulus3_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,ewan9,NA,NA,NA,NA,NA
B,ewan10,stimulus30_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels25,NA,NA,NA,NA,NA
B,ewan10,stimulus30_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels10,NA,NA,NA,NA,NA
B,ewan103,stimulus135_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants38,NA,NA,NA,NA,NA
B,ewan103,stimulus135_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants55,NA,NA,NA,NA,NA
B,ewan103,stimulus79_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants30,NA,NA,NA,NA,NA
B,ewan103,stimulus79_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants55,NA,NA,NA,NA,NA
B,ewan14,stimulus26_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels37,NA,NA,NA,NA,NA
B,ewan14,stimulus26_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels14,NA,NA,NA,NA,NA
B,ewan14,stimulus34_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels45,NA,NA,NA,NA,NA
B,ewan14,stimulus34_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels14,NA,NA,NA,NA,NA
B,ewan18,stimulus46_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels41,NA,NA,NA,NA,NA
B,ewan18,stimulus46_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels18,NA,NA,NA,NA,NA
B,ewan2,stimulus10_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels33,NA,NA,NA,NA,NA
B,ewan2,stimulus10_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels2,NA,NA,NA,NA,NA
B,ewan2,stimulus18_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels41,NA,NA,NA,NA,NA
B,ewan2,stimulus18_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels2,NA,NA,NA,NA,NA
B,ewan2,stimulus2_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels9,NA,NA,NA,NA,NA
B,ewan2,stimulus2_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels2,NA,NA,NA,NA,NA
B,ewan21,stimulus23_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels14,NA,NA,NA,NA,NA
B,ewan21,stimulus23_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels21,NA,NA,NA,NA,NA
B,ewan22,stimulus38_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels37,NA,NA,NA,NA,NA
B,ewan22,stimulus38_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels22,NA,NA,NA,NA,NA
B,ewan22,stimulus42_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels29,NA,NA,NA,NA,NA
B,ewan22,stimulus42_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels22,NA,NA,NA,NA,NA
B,ewan25,stimulus43_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels18,NA,NA,NA,NA,NA
B,ewan25,stimulus43_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels25,NA,NA,NA,NA,NA
B,ewan29,stimulus15_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels6,NA,NA,NA,NA,NA
B,ewan29,stimulus15_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels29,NA,NA,NA,NA,NA
B,ewan29,stimulus31_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels14,NA,NA,NA,NA,NA
B,ewan29,stimulus31_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels29,NA,NA,NA,NA,NA
B,ewan29,stimulus51_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels38,NA,NA,NA,NA,NA
B,ewan29,stimulus51_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels29,NA,NA,NA,NA,NA
B,ewan34,stimulus54_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels41,NA,NA,NA,NA,NA
B,ewan34,stimulus54_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels34,NA,NA,NA,NA,NA
B,ewan38,stimulus58_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels45,NA,NA,NA,NA,NA
B,ewan38,stimulus58_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels38,NA,NA,NA,NA,NA
B,ewan45,stimulus47_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels22,NA,NA,NA,NA,NA
B,ewan45,stimulus47_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels45,NA,NA,NA,NA,NA
B,ewan45,stimulus55_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_vowels38,NA,NA,NA,NA,NA
B,ewan45,stimulus55_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_vowels45,NA,NA,NA,NA,NA
B,ewan54,stimulus114_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants55,NA,NA,NA,NA,NA
B,ewan54,stimulus114_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants6,NA,NA,NA,NA,NA
B,ewan54,stimulus118_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants15,NA,NA,NA,NA,NA
B,ewan54,stimulus118_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants6,NA,NA,NA,NA,NA
B,ewan55,stimulus87_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants22,NA,NA,NA,NA,NA
B,ewan55,stimulus87_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants7,NA,NA,NA,NA,NA
B,ewan58,stimulus103_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants20,NA,NA,NA,NA,NA
B,ewan58,stimulus103_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants10,NA,NA,NA,NA,NA
B,ewan58,stimulus83_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants28,NA,NA,NA,NA,NA
B,ewan58,stimulus83_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants10,NA,NA,NA,NA,NA
B,ewan63,stimulus139_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants38,NA,NA,NA,NA,NA
B,ewan63,stimulus139_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants15,NA,NA,NA,NA,NA
B,ewan76,stimulus70_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants42,NA,NA,NA,NA,NA
B,ewan76,stimulus70_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants28,NA,NA,NA,NA,NA
B,ewan76,stimulus74_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants34,NA,NA,NA,NA,NA
B,ewan76,stimulus74_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants28,NA,NA,NA,NA,NA
B,ewan78,stimulus66_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants7,NA,NA,NA,NA,NA
B,ewan78,stimulus66_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants30,NA,NA,NA,NA,NA
B,ewan78,stimulus82_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants15,NA,NA,NA,NA,NA
B,ewan78,stimulus82_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants30,NA,NA,NA,NA,NA
B,ewan82,stimulus111_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants4,NA,NA,NA,NA,NA
B,ewan82,stimulus111_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants34,NA,NA,NA,NA,NA
B,ewan82,stimulus95_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants20,NA,NA,NA,NA,NA
B,ewan82,stimulus95_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants34,NA,NA,NA,NA,NA
B,ewan87,stimulus75_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants30,NA,NA,NA,NA,NA
B,ewan87,stimulus75_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants39,NA,NA,NA,NA,NA
B,ewan90,stimulus91_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants20,NA,NA,NA,NA,NA
B,ewan90,stimulus91_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants42,NA,NA,NA,NA,NA
B,ewan92,stimulus130_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants10,NA,NA,NA,NA,NA
B,ewan92,stimulus130_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants44,NA,NA,NA,NA,NA
B,ewan95,stimulus71_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,OTH,NA,NA,stimuli/NA,amelia_consonants30,NA,NA,NA,NA,NA
B,ewan95,stimulus71_B,stimuli/NA,NA,NA,NA,NA,NA,NA,NA,TGT,NA,NA,stimuli/NA,amelia_consonants47,NA,NA,NA,NA,NA
