_segment,_spec_id,econ,loc,glob
X,Spec1,0.13333333333333333,0.8108108108108109,0.25
X,Spec2,0.13333333333333333,0.7027027027027027,0.5
X,Spec3,0.13333333333333333,0.9459459459459459,1.0
X,Spec4,0.13333333333333333,0.7297297297297297,0.625
X,Spec5,0.13333333333333333,0.7567567567567568,0.14285714285714285
X,Spec6,0.13333333333333333,0.6486486486486487,0.3333333333333333
X,Spec7,0.13333333333333333,0.8108108108108109,0.0
X,Spec8,0.13333333333333333,0.7027027027027027,0.1
X,Spec9,0.027888446215139442,0.6451612903225806,0.47619047619047616
X,Spec10,0.027888446215139442,0.5806451612903226,0.42857142857142855
X,Spec11,0.027888446215139442,0.6774193548387096,0.65
X,Spec12,0.06072874493927125,0.6571428571428571,0.5294117647058824
X,Spec13,0.13333333333333333,0.8108108108108109,0.25
X,Spec14,0.06072874493927125,0.8285714285714286,0.6363636363636364
X,Spec15,0.06072874493927125,0.8285714285714286,0.6363636363636364
X,Spec16,0.13333333333333333,0.7297297297297297,0.5
X,Spec17,0.06072874493927125,0.4857142857142857,0.5454545454545454
X,Spec18,0.06072874493927125,0.7428571428571429,0.6428571428571429
X,Spec19,0.13333333333333333,0.7297297297297297,0.625
X,Spec20,0.06072874493927125,0.6,0.3157894736842105
X,Spec21,0.06072874493927125,0.5142857142857142,0.3333333333333333
X,Spec22,0.06072874493927125,0.6857142857142857,0.3333333333333333
X,Spec23,0.06072874493927125,0.5428571428571428,0.3
X,Spec24,0.06072874493927125,0.6,0.3157894736842105
X,Spec25,0.06072874493927125,0.5142857142857142,0.3333333333333333
X,Spec26,0.06072874493927125,0.6857142857142857,0.3333333333333333
X,Spec27,0.06072874493927125,0.5714285714285714,0.23809523809523808
X,Spec28,0.06072874493927125,0.5714285714285714,0.38095238095238093
X,Spec29,0.06072874493927125,0.4857142857142857,0.45454545454545453
X,Spec30,0.06072874493927125,0.6571428571428571,0.5294117647058824
X,Spec31,0.06072874493927125,0.5142857142857142,0.47619047619047616
