CORR_ANS,item_X,tripletid,file_X,onset_X,offset_X,word_X,speaker_X,CV_X,context_X,phone_X,distance_OTH,CV_OTH,context_OTH,file_OTH,item_OTH,offset_OTH,onset_OTH,phone_OTH,speaker_OTH,word_OTH,distance_TGT,CV_TGT,context_TGT,file_TGT,item_TGT,offset_TGT,onset_TGT,phone_TGT,speaker_TGT,word_TGT
A,amelia_consonants_10,stimulus84_A,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,1144.78718474316,C,A,ewan.wav,ewan_76,224.8825,224.3325,f,ewan,AFAH,1170.16429016117,C,A,ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH
A,amelia_consonants_22,stimulus85_A,amelia_consonants.wav,58.98421,59.674519999999994,EEKEE,amelia,C,I,k,1163.43770968355,C,I,ewan.wav,ewan_55,166.9025,166.2925,p,ewan,EEPEE,1091.64327300612,C,I,ewan.wav,ewan_70,208.7325,208.1525,k,ewan,EEKEE
B,amelia_consonants_20,stimulus86_B,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,1245.03024231441,C,A,ewan.wav,ewan_50,153.4425,152.8525,p,ewan,APAH,1116.16536306792,C,A,ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH
B,ewan_55,stimulus87_B,ewan.wav,166.2925,166.9025,EEPEE,ewan,C,I,p,1163.43770968355,C,I,amelia_consonants.wav,amelia_consonants_22,59.67452,58.98421,k,amelia,EEKEE,990.790519760263,C,I,amelia_consonants.wav,amelia_consonants_7,18.54394,17.98056,p,amelia,EEPEE
A,ewan_50,stimulus88_A,ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p,1245.03024231441,C,A,amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH,988.981301574784,C,A,amelia_consonants.wav,amelia_consonants_2,5.58607,5.00997,p,amelia,APAH
A,ewan_70,stimulus89_A,ewan.wav,208.1525,208.7325,EEKEE,ewan,C,I,k,1089.3990106543,C,I,amelia_consonants.wav,amelia_consonants_47,124.8925,124.1225,ʃ,amelia,EESHEE,1091.64327300612,C,I,amelia_consonants.wav,amelia_consonants_22,59.67452,58.98421,k,amelia,EEKEE
B,amelia_consonants_22,stimulus90_B,amelia_consonants.wav,58.98421,59.674519999999994,EEKEE,amelia,C,I,k,1573.31616567005,C,I,ewan.wav,ewan_95,274.9925,274.4625,ʃ,ewan,EESHEE,1091.64327300612,C,I,ewan.wav,ewan_70,208.7325,208.1525,k,ewan,EEKEE
B,ewan_90,stimulus91_B,ewan.wav,261.8925,262.4725,ASHAH,ewan,C,A,ʃ,1597.32714098376,C,A,amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH,1010.17248677353,C,A,amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH
A,amelia_consonants_42,stimulus92_A,amelia_consonants.wav,112.2325,112.9325,ASHAH,amelia,C,A,ʃ,1240.97171733607,C,A,ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH,1010.17248677353,C,A,ewan.wav,ewan_90,262.4725,261.8925,ʃ,ewan,ASHAH
A,ewan_70,stimulus93_A,ewan.wav,208.1525,208.7325,EEKEE,ewan,C,I,k,1072.51248775002,C,I,amelia_consonants.wav,amelia_consonants_39,104.88504,104.21429,s,amelia,EESSEE,1091.64327300612,C,I,amelia_consonants.wav,amelia_consonants_22,59.67452,58.98421,k,amelia,EEKEE
B,amelia_consonants_22,stimulus94_B,amelia_consonants.wav,58.98421,59.674519999999994,EEKEE,amelia,C,I,k,1460.77664365817,C,I,ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE,1091.64327300612,C,I,ewan.wav,ewan_70,208.7325,208.1525,k,ewan,EEKEE
B,ewan_82,stimulus95_B,ewan.wav,241.7525,242.2825,ASSAH,ewan,C,A,s,1349.50266105316,C,A,amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH,1232.04315649423,C,A,amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH
A,amelia_consonants_34,stimulus96_A,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s,1404.51312050156,C,A,ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH,1232.04315649423,C,A,ewan.wav,ewan_82,242.2825,241.7525,s,ewan,ASSAH
A,ewan_68,stimulus97_A,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,1227.51794878884,C,A,amelia_consonants.wav,amelia_consonants_50,132.8825,132.2225,θ,amelia,ATHAH,1116.16536306792,C,A,amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH
B,amelia_consonants_20,stimulus98_B,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,1342.40148891899,C,A,ewan.wav,ewan_98,282.7725,282.1625,θ,ewan,ATHAH,1116.16536306792,C,A,ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH
B,amelia_consonants_55,stimulus99_B,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,1081.15541382449,C,I,ewan.wav,ewan_70,208.7325,208.1525,k,ewan,EEKEE,1270.50153550572,C,I,ewan.wav,ewan_103,295.6425,295.1025,θ,ewan,EETHEE
A,ewan_103,stimulus100_A,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ,1418.96826542689,C,I,amelia_consonants.wav,amelia_consonants_22,59.67452,58.98421,k,amelia,EEKEE,1270.50153550572,C,I,amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE
A,ewan_70,stimulus101_A,ewan.wav,208.1525,208.7325,EEKEE,ewan,C,I,k,937.443833793788,C,I,amelia_consonants.wav,amelia_consonants_15,39.6784,39.06797,t,amelia,EETEE,1091.64327300612,C,I,amelia_consonants.wav,amelia_consonants_22,59.67452,58.98421,k,amelia,EEKEE
B,amelia_consonants_20,stimulus102_B,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,1262.21788727421,C,A,ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH,1116.16536306792,C,A,ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH
B,ewan_58,stimulus103_B,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,1261.04194426896,C,A,amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH,1172.59732620571,C,A,amelia_consonants.wav,amelia_consonants_10,26.41988,25.79256,t,amelia,ATAH
A,amelia_consonants_15,stimulus104_A,amelia_consonants.wav,39.06797,39.6784,EETEE,amelia,C,I,t,937.443833793788,C,I,ewan.wav,ewan_70,208.7325,208.1525,k,ewan,EEKEE,871.311780256047,C,I,ewan.wav,ewan_63,188.3425,187.7525,t,ewan,EETEE
A,ewan_54,stimulus105_A,ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p,1279.24950014384,C,I,amelia_consonants.wav,amelia_consonants_47,124.8925,124.1225,ʃ,amelia,EESHEE,902.399994571918,C,I,amelia_consonants.wav,amelia_consonants_6,16.26261,15.68234,p,amelia,EEPEE
B,amelia_consonants_4,stimulus106_B,amelia_consonants.wav,9.59178,10.170639999999999,APAH,amelia,C,A,p,1419.9838586798,C,A,ewan.wav,ewan_90,262.4725,261.8925,ʃ,ewan,ASHAH,973.313428052153,C,A,ewan.wav,ewan_52,158.9425,158.3825,p,ewan,APAH
B,amelia_consonants_47,stimulus107_B,amelia_consonants.wav,124.1225,124.8925,EESHEE,amelia,C,I,ʃ,1279.24950014384,C,I,ewan.wav,ewan_54,164.3725,163.7625,p,ewan,EEPEE,1145.23961083228,C,I,ewan.wav,ewan_95,274.9925,274.4625,ʃ,ewan,EESHEE
A,ewan_90,stimulus108_A,ewan.wav,261.8925,262.4725,ASHAH,ewan,C,A,ʃ,1419.9838586798,C,A,amelia_consonants.wav,amelia_consonants_4,10.17064,9.59178,p,amelia,APAH,1010.17248677353,C,A,amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH
A,amelia_consonants_4,stimulus109_A,amelia_consonants.wav,9.59178,10.170639999999999,APAH,amelia,C,A,p,1177.66020408106,C,A,ewan.wav,ewan_82,242.2825,241.7525,s,ewan,ASSAH,973.313428052153,C,A,ewan.wav,ewan_52,158.9425,158.3825,p,ewan,APAH
B,amelia_consonants_6,stimulus110_B,amelia_consonants.wav,15.68234,16.262610000000002,EEPEE,amelia,C,I,p,1286.26136144444,C,I,ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE,902.399994571918,C,I,ewan.wav,ewan_54,164.3725,163.7625,p,ewan,EEPEE
B,ewan_82,stimulus111_B,ewan.wav,241.7525,242.2825,ASSAH,ewan,C,A,s,1175.79692188068,C,A,amelia_consonants.wav,amelia_consonants_4,10.17064,9.59178,p,amelia,APAH,1232.04315649423,C,A,amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH
A,ewan_87,stimulus112_A,ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,1287.23898752738,C,I,amelia_consonants.wav,amelia_consonants_6,16.26261,15.68234,p,amelia,EEPEE,1118.60784425365,C,I,amelia_consonants.wav,amelia_consonants_39,104.88504,104.21429,s,amelia,EESSEE
A,ewan_52,stimulus113_A,ewan.wav,158.3825,158.9425,APAH,ewan,C,A,p,1203.34432818644,C,A,amelia_consonants.wav,amelia_consonants_50,132.8825,132.2225,θ,amelia,ATHAH,973.313428052153,C,A,amelia_consonants.wav,amelia_consonants_4,10.17064,9.59178,p,amelia,APAH
B,ewan_54,stimulus114_B,ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p,1306.32061970844,C,I,amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE,902.399994571918,C,I,amelia_consonants.wav,amelia_consonants_6,16.26261,15.68234,p,amelia,EEPEE
B,amelia_consonants_55,stimulus115_B,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,1306.32061970844,C,I,ewan.wav,ewan_54,164.3725,163.7625,p,ewan,EEPEE,1270.50153550572,C,I,ewan.wav,ewan_103,295.6425,295.1025,θ,ewan,EETHEE
A,amelia_consonants_50,stimulus116_A,amelia_consonants.wav,132.2225,132.8825,ATHAH,amelia,C,A,θ,1203.34432818644,C,A,ewan.wav,ewan_52,158.9425,158.3825,p,ewan,APAH,1076.97723682599,C,A,ewan.wav,ewan_98,282.7725,282.1625,θ,ewan,ATHAH
A,amelia_consonants_6,stimulus117_A,amelia_consonants.wav,15.68234,16.262610000000002,EEPEE,amelia,C,I,p,957.64415488586906,C,I,ewan.wav,ewan_63,188.3425,187.7525,t,ewan,EETEE,902.399994571918,C,I,ewan.wav,ewan_54,164.3725,163.7625,p,ewan,EEPEE
B,ewan_54,stimulus118_B,ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p,996.050932130915,C,I,amelia_consonants.wav,amelia_consonants_15,39.6784,39.06797,t,amelia,EETEE,902.399994571918,C,I,amelia_consonants.wav,amelia_consonants_6,16.26261,15.68234,p,amelia,EEPEE
B,amelia_consonants_10,stimulus119_B,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,1180.98121828217,C,A,ewan.wav,ewan_52,158.9425,158.3825,p,ewan,APAH,1170.16429016117,C,A,ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH
A,ewan_58,stimulus120_A,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,1009.67220278128,C,A,amelia_consonants.wav,amelia_consonants_4,10.17064,9.59178,p,amelia,APAH,1172.59732620571,C,A,amelia_consonants.wav,amelia_consonants_10,26.41988,25.79256,t,amelia,ATAH
A,ewan_94,stimulus121_A,ewan.wav,271.9525,272.5425,EESHEE,ewan,C,I,ʃ,1264.58436689745,C,I,amelia_consonants.wav,amelia_consonants_39,104.88504,104.21429,s,amelia,EESSEE,1027.7698804598,C,I,amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE
B,amelia_consonants_44,stimulus122_B,amelia_consonants.wav,116.4925,117.1625,ASHAH,amelia,C,A,ʃ,1050.58340788925,C,A,ewan.wav,ewan_82,242.2825,241.7525,s,ewan,ASSAH,1162.34891356924,C,A,ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH
B,amelia_consonants_39,stimulus123_B,amelia_consonants.wav,104.21429,104.88503999999999,EESSEE,amelia,C,I,s,1264.58436689745,C,I,ewan.wav,ewan_94,272.5425,271.9525,ʃ,ewan,EESHEE,1118.60784425365,C,I,ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE
A,ewan_82,stimulus124_A,ewan.wav,241.7525,242.2825,ASSAH,ewan,C,A,s,1050.58340788925,C,A,amelia_consonants.wav,amelia_consonants_44,117.1625,116.4925,ʃ,amelia,ASHAH,1232.04315649423,C,A,amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH
A,ewan_92,stimulus125_A,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,1361.68248902909,C,A,amelia_consonants.wav,amelia_consonants_50,132.8825,132.2225,θ,amelia,ATHAH,1162.34891356924,C,A,amelia_consonants.wav,amelia_consonants_44,117.1625,116.4925,ʃ,amelia,ASHAH
B,amelia_consonants_46,stimulus126_B,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,1071.44795726889,C,I,ewan.wav,ewan_103,295.6425,295.1025,θ,ewan,EETHEE,1027.7698804598,C,I,ewan.wav,ewan_94,272.5425,271.9525,ʃ,ewan,EESHEE
B,amelia_consonants_50,stimulus127_B,amelia_consonants.wav,132.2225,132.8825,ATHAH,amelia,C,A,θ,1361.68248902909,C,A,ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH,1076.97723682599,C,A,ewan.wav,ewan_98,282.7725,282.1625,θ,ewan,ATHAH
A,ewan_103,stimulus128_A,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ,1071.44795726889,C,I,amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE,1270.50153550572,C,I,amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE
A,amelia_consonants_46,stimulus129_A,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,1024.1565236169,C,I,ewan.wav,ewan_63,188.3425,187.7525,t,ewan,EETEE,1027.7698804598,C,I,ewan.wav,ewan_94,272.5425,271.9525,ʃ,ewan,EESHEE
B,ewan_92,stimulus130_B,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,1306.59096917822,C,A,amelia_consonants.wav,amelia_consonants_10,26.41988,25.79256,t,amelia,ATAH,1162.34891356924,C,A,amelia_consonants.wav,amelia_consonants_44,117.1625,116.4925,ʃ,amelia,ASHAH
B,amelia_consonants_10,stimulus131_B,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,1306.59096917822,C,A,ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH,1170.16429016117,C,A,ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH
A,ewan_63,stimulus132_A,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t,1026.79758339083,C,I,amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE,871.311780256047,C,I,amelia_consonants.wav,amelia_consonants_15,39.6784,39.06797,t,amelia,EETEE
A,amelia_consonants_38,stimulus133_A,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,1029.94337395293,C,I,ewan.wav,ewan_103,295.6425,295.1025,θ,ewan,EETHEE,989.29165512698,C,I,ewan.wav,ewan_86,252.5325,252.0025,s,ewan,EESSEE
B,amelia_consonants_36,stimulus134_B,amelia_consonants.wav,96.17156999999999,96.8425,ASSAH,amelia,C,A,s,1128.04490594092,C,A,ewan.wav,ewan_98,282.7725,282.1625,θ,ewan,ATHAH,1081.59275537686,C,A,ewan.wav,ewan_84,247.3725,246.8625,s,ewan,ASSAH
B,ewan_103,stimulus135_B,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ,1029.94337395293,C,I,amelia_consonants.wav,amelia_consonants_38,102.63328,101.9725,s,amelia,EESSEE,1270.50153550572,C,I,amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE
A,ewan_98,stimulus136_A,ewan.wav,282.1625,282.7725,ATHAH,ewan,C,A,θ,1128.04490594092,C,A,amelia_consonants.wav,amelia_consonants_36,96.8425,96.17157,s,amelia,ASSAH,1076.97723682599,C,A,amelia_consonants.wav,amelia_consonants_50,132.8825,132.2225,θ,amelia,ATHAH
A,ewan_84,stimulus137_A,ewan.wav,246.8625,247.3725,ASSAH,ewan,C,A,s,1166.31601977264,C,A,amelia_consonants.wav,amelia_consonants_10,26.41988,25.79256,t,amelia,ATAH,1083.10398677121,C,A,amelia_consonants.wav,amelia_consonants_36,96.8425,96.17157,s,amelia,ASSAH
B,amelia_consonants_38,stimulus138_B,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,1045.5256603998,C,I,ewan.wav,ewan_63,188.3425,187.7525,t,ewan,EETEE,989.29165512698,C,I,ewan.wav,ewan_86,252.5325,252.0025,s,ewan,EESSEE
B,ewan_63,stimulus139_B,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t,1045.5256603998,C,I,amelia_consonants.wav,amelia_consonants_38,102.63328,101.9725,s,amelia,EESSEE,871.311780256047,C,I,amelia_consonants.wav,amelia_consonants_15,39.6784,39.06797,t,amelia,EETEE
A,amelia_consonants_10,stimulus140_A,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,1166.31601977264,C,A,ewan.wav,ewan_84,247.3725,246.8625,s,ewan,ASSAH,1170.16429016117,C,A,ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH
A,ewan_102,stimulus141_A,ewan.wav,292.5625,293.1425,EETHEE,ewan,C,I,θ,1187.99378673273,C,I,amelia_consonants.wav,amelia_consonants_15,39.6784,39.06797,t,amelia,EETEE,1011.91226592141,C,I,amelia_consonants.wav,amelia_consonants_54,143.47846,142.7325,θ,amelia,EETHEE
B,amelia_consonants_54,stimulus142_B,amelia_consonants.wav,142.7325,143.47846,EETHEE,amelia,C,I,θ,1192.50034511518,C,I,ewan.wav,ewan_63,188.3425,187.7525,t,ewan,EETEE,1011.91226592141,C,I,ewan.wav,ewan_102,293.1425,292.5625,θ,ewan,EETHEE
B,amelia_consonants_10,stimulus143_B,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,1106.25906993614,C,A,ewan.wav,ewan_100,287.7725,287.2125,θ,ewan,ATHAH,1170.16429016117,C,A,ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH
A,ewan_58,stimulus144_A,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,1274.62233993013,C,A,amelia_consonants.wav,amelia_consonants_52,137.43495,136.7525,θ,amelia,ATHAH,1172.59732620571,C,A,amelia_consonants.wav,amelia_consonants_10,26.41988,25.79256,t,amelia,ATAH
