CORR_ANS,item_X,tripletid,file_X,onset_X,offset_X,word_X,speaker_X,CV_X,context_X,phone_X,distance_OTH,CV_OTH,context_OTH,file_OTH,item_OTH,offset_OTH,onset_OTH,phone_OTH,speaker_OTH,word_OTH,distance_TGT,CV_TGT,context_TGT,file_TGT,item_TGT,offset_TGT,onset_TGT,phone_TGT,speaker_TGT,word_TGT
A,ewan_92,stimulus125_A,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,20.3236192392402,C,A,amelia_consonants.wav,amelia_consonants_50,132.8825,132.2225,θ,amelia,ATHAH,16.8456364285397,C,A,amelia_consonants.wav,amelia_consonants_44,117.1625,116.4925,ʃ,amelia,ASHAH
B,amelia_consonants_46,stimulus126_B,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,14.2859727635852,C,I,ewan.wav,ewan_103,295.6425,295.1025,θ,ewan,EETHEE,13.7035984061307,C,I,ewan.wav,ewan_94,272.5425,271.9525,ʃ,ewan,EESHEE
B,amelia_consonants_50,stimulus127_B,amelia_consonants.wav,132.2225,132.8825,ATHAH,amelia,C,A,θ,20.3236192392402,C,A,ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH,15.6083657511014,C,A,ewan.wav,ewan_98,282.7725,282.1625,θ,ewan,ATHAH
A,ewan_103,stimulus128_A,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ,14.2859727635852,C,I,amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE,16.2884812244323,C,I,amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE
A,amelia_consonants_46,stimulus129_A,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,13.4757437318013,C,I,ewan.wav,ewan_63,188.3425,187.7525,t,ewan,EETEE,13.7035984061307,C,I,ewan.wav,ewan_94,272.5425,271.9525,ʃ,ewan,EESHEE
B,ewan_92,stimulus130_B,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,19.2145730761503,C,A,amelia_consonants.wav,amelia_consonants_10,26.41988,25.79256,t,amelia,ATAH,16.8456364285397,C,A,amelia_consonants.wav,amelia_consonants_44,117.1625,116.4925,ʃ,amelia,ASHAH
B,amelia_consonants_10,stimulus131_B,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,19.2145730761503,C,A,ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH,17.208298384723,C,A,ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH
A,ewan_63,stimulus132_A,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t,13.5104945183004,C,I,amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE,13.6142465665007,C,I,amelia_consonants.wav,amelia_consonants_15,39.6784,39.06797,t,amelia,EETEE
A,amelia_consonants_38,stimulus133_A,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,14.7134767707561,C,I,ewan.wav,ewan_103,295.6425,295.1025,θ,ewan,EETHEE,14.1327379303854,C,I,ewan.wav,ewan_86,252.5325,252.0025,s,ewan,EESSEE
B,amelia_consonants_36,stimulus134_B,amelia_consonants.wav,96.17156999999999,96.8425,ASSAH,amelia,C,A,s,15.4526699443962,C,A,ewan.wav,ewan_98,282.7725,282.1625,θ,ewan,ATHAH,15.2337007799558,C,A,ewan.wav,ewan_84,247.3725,246.8625,s,ewan,ASSAH
B,ewan_103,stimulus135_B,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ,14.7134767707561,C,I,amelia_consonants.wav,amelia_consonants_38,102.63328,101.9725,s,amelia,EESSEE,16.2884812244323,C,I,amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE
A,ewan_98,stimulus136_A,ewan.wav,282.1625,282.7725,ATHAH,ewan,C,A,θ,15.4526699443962,C,A,amelia_consonants.wav,amelia_consonants_36,96.8425,96.17157,s,amelia,ASSAH,15.6083657511014,C,A,amelia_consonants.wav,amelia_consonants_50,132.8825,132.2225,θ,amelia,ATHAH
A,ewan_84,stimulus137_A,ewan.wav,246.8625,247.3725,ASSAH,ewan,C,A,s,16.9031307213426,C,A,amelia_consonants.wav,amelia_consonants_10,26.41988,25.79256,t,amelia,ATAH,15.254985729172,C,A,amelia_consonants.wav,amelia_consonants_36,96.8425,96.17157,s,amelia,ASSAH
B,amelia_consonants_38,stimulus138_B,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,14.7257135267578,C,I,ewan.wav,ewan_63,188.3425,187.7525,t,ewan,EETEE,14.1327379303854,C,I,ewan.wav,ewan_86,252.5325,252.0025,s,ewan,EESSEE
B,ewan_63,stimulus139_B,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t,14.7257135267578,C,I,amelia_consonants.wav,amelia_consonants_38,102.63328,101.9725,s,amelia,EESSEE,13.6142465665007,C,I,amelia_consonants.wav,amelia_consonants_15,39.6784,39.06797,t,amelia,EETEE
A,amelia_consonants_10,stimulus140_A,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,16.9031307213426,C,A,ewan.wav,ewan_84,247.3725,246.8625,s,ewan,ASSAH,17.208298384723,C,A,ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH
A,ewan_102,stimulus141_A,ewan.wav,292.5625,293.1425,EETHEE,ewan,C,I,θ,17.9999058595867,C,I,amelia_consonants.wav,amelia_consonants_15,39.6784,39.06797,t,amelia,EETEE,13.141717739239,C,I,amelia_consonants.wav,amelia_consonants_54,143.47846,142.7325,θ,amelia,EETHEE
B,amelia_consonants_54,stimulus142_B,amelia_consonants.wav,142.7325,143.47846,EETHEE,amelia,C,I,θ,15.4870174690283,C,I,ewan.wav,ewan_63,188.3425,187.7525,t,ewan,EETEE,13.141717739239,C,I,ewan.wav,ewan_102,293.1425,292.5625,θ,ewan,EETHEE
B,amelia_consonants_10,stimulus143_B,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,16.268515734355,C,A,ewan.wav,ewan_100,287.7725,287.2125,θ,ewan,ATHAH,17.208298384723,C,A,ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH
A,ewan_58,stimulus144_A,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,18.2088905704304,C,A,amelia_consonants.wav,amelia_consonants_52,137.43495,136.7525,θ,amelia,ATHAH,17.2440783265545,C,A,amelia_consonants.wav,amelia_consonants_10,26.41988,25.79256,t,amelia,ATAH
