"","tripletid","var1","var2","var3","subject_id","delta_dist_sub","subject_language","user_corr","phone_X","phone_TGT","phone_OTH"
"1","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_USOZJQCKNP",0.28734820002048,"English",1,"ɑ","ɑ","æ"
"2","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_PAUOGDRHWC",0.28734820002048,"English",0,"ɑ","ɑ","æ"
"3","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_YNBAOIZRUF",0.28734820002048,"English",1,"ɑ","ɑ","æ"
"4","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_WBDYKIXFME",0.28734820002048,"English",0,"ɑ","ɑ","æ"
"5","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_ADBVFQEMRU",0.28734820002048,"English",1,"ɑ","ɑ","æ"
"6","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_QLTORFAUPY",0.28734820002048,"English",0,"ɑ","ɑ","æ"
"7","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_VHNXKCTPGY",0.28734820002048,"English",1,"ɑ","ɑ","æ"
"8","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_CSKAOILVZG",0.28734820002048,"English",0,"ɑ","ɑ","æ"
"9","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_DIGHMRZLPU",0.28734820002048,"English",1,"ɑ","ɑ","æ"
"10","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_WHUJSAETKQ",0.28734820002048,"English",1,"ɑ","ɑ","æ"
"11","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_GQNFBXPZSD",0.28734820002048,"English",0,"ɑ","ɑ","æ"
"12","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_VPMSCXUJAN",0.28734820002048,"English",1,"ɑ","ɑ","æ"
"13","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_WJXGTNHBDP",0.28734820002048,"English",1,"ɑ","ɑ","æ"
"14","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_NZLPFAHTKB",0.28734820002048,"English",0,"ɑ","ɑ","æ"
"15","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_GWZSFPCMOA",0.28734820002048,"English",1,"ɑ","ɑ","æ"
"16","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_MRIPLFQBAU",0.28734820002048,"French",1,"ɑ","ɑ","æ"
"17","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_BPRVUJKCQT",0.28734820002048,"French",1,"ɑ","ɑ","æ"
"18","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_VOXKQDNAGI",0.28734820002048,"French",1,"ɑ","ɑ","æ"
"19","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_PCJRBVAFGK",0.28734820002048,"French",1,"ɑ","ɑ","æ"
"20","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_PCJRBVAFGK",0.28734820002048,"French",1,"ɑ","ɑ","æ"
"21","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_ANMRJVBCHE",0.28734820002048,"French",0,"ɑ","ɑ","æ"
"22","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_BNIGQTFEXV",0.28734820002048,"French",1,"ɑ","ɑ","æ"
"23","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_GWMVXJRQTZ",0.28734820002048,"French",0,"ɑ","ɑ","æ"
"24","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_FGDYRSVPKC",0.28734820002048,"French",0,"ɑ","ɑ","æ"
"25","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_EZLPMDFCRW",0.28734820002048,"French",0,"ɑ","ɑ","æ"
"26","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_CLBQXPARZD",0.28734820002048,"French",0,"ɑ","ɑ","æ"
"27","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_JYDIRUCSPN",0.28734820002048,"French",1,"ɑ","ɑ","æ"
"28","stimulus1_A",0.0647773279352227,0.720779220779221,0.462912087912088,"X_JYDIRUCSPN",0.28734820002048,"French",1,"ɑ","ɑ","æ"
"29","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_USOZJQCKNP",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"30","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_PAUOGDRHWC",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"31","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_YNBAOIZRUF",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"32","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_WBDYKIXFME",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"33","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_ADBVFQEMRU",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"34","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_QLTORFAUPY",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"35","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_VHNXKCTPGY",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"36","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_CSKAOILVZG",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"37","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_DIGHMRZLPU",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"38","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_WHUJSAETKQ",-1.61864780479536,"English",0,"ɑ","ɑ","ʊ"
"39","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_GQNFBXPZSD",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"40","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_VPMSCXUJAN",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"41","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_WJXGTNHBDP",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"42","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_NZLPFAHTKB",-1.61864780479536,"English",1,"ɑ","ɑ","ʊ"
"43","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_GWZSFPCMOA",-1.61864780479536,"English",0,"ɑ","ɑ","ʊ"
"44","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_MRIPLFQBAU",-1.61864780479536,"French",1,"ɑ","ɑ","ʊ"
"45","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_BPRVUJKCQT",-1.61864780479536,"French",1,"ɑ","ɑ","ʊ"
"46","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_VOXKQDNAGI",-1.61864780479536,"French",1,"ɑ","ɑ","ʊ"
"47","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_PCJRBVAFGK",-1.61864780479536,"French",1,"ɑ","ɑ","ʊ"
"48","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_ANMRJVBCHE",-1.61864780479536,"French",1,"ɑ","ɑ","ʊ"
"49","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_BNIGQTFEXV",-1.61864780479536,"French",1,"ɑ","ɑ","ʊ"
"50","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_GWMVXJRQTZ",-1.61864780479536,"French",1,"ɑ","ɑ","ʊ"
"51","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_FGDYRSVPKC",-1.61864780479536,"French",0,"ɑ","ɑ","ʊ"
"52","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_EZLPMDFCRW",-1.61864780479536,"French",0,"ɑ","ɑ","ʊ"
"53","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_CLBQXPARZD",-1.61864780479536,"French",0,"ɑ","ɑ","ʊ"
"54","stimulus10_B",0.0298804780876494,0.666666666666667,0.476190476190476,"X_JYDIRUCSPN",-1.61864780479536,"French",1,"ɑ","ɑ","ʊ"
"55","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_USOZJQCKNP",0.1606260954285,"English",1,"k","k","t"
"56","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_PAUOGDRHWC",0.1606260954285,"English",0,"k","k","t"
"57","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_YNBAOIZRUF",0.1606260954285,"English",1,"k","k","t"
"58","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_WBDYKIXFME",0.1606260954285,"English",0,"k","k","t"
"59","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_ADBVFQEMRU",0.1606260954285,"English",1,"k","k","t"
"60","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_QLTORFAUPY",0.1606260954285,"English",1,"k","k","t"
"61","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_VHNXKCTPGY",0.1606260954285,"English",1,"k","k","t"
"62","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_CSKAOILVZG",0.1606260954285,"English",1,"k","k","t"
"63","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_DIGHMRZLPU",0.1606260954285,"English",1,"k","k","t"
"64","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_WHUJSAETKQ",0.1606260954285,"English",0,"k","k","t"
"65","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_GQNFBXPZSD",0.1606260954285,"English",1,"k","k","t"
"66","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_VPMSCXUJAN",0.1606260954285,"English",1,"k","k","t"
"67","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_WJXGTNHBDP",0.1606260954285,"English",1,"k","k","t"
"68","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_NZLPFAHTKB",0.1606260954285,"English",0,"k","k","t"
"69","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_GWZSFPCMOA",0.1606260954285,"English",1,"k","k","t"
"70","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_MRIPLFQBAU",0.1606260954285,"French",1,"k","k","t"
"71","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_BPRVUJKCQT",0.1606260954285,"French",1,"k","k","t"
"72","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_VOXKQDNAGI",0.1606260954285,"French",1,"k","k","t"
"73","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_PCJRBVAFGK",0.1606260954285,"French",1,"k","k","t"
"74","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_ANMRJVBCHE",0.1606260954285,"French",1,"k","k","t"
"75","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_BNIGQTFEXV",0.1606260954285,"French",0,"k","k","t"
"76","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_GWMVXJRQTZ",0.1606260954285,"French",0,"k","k","t"
"77","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_FGDYRSVPKC",0.1606260954285,"French",0,"k","k","t"
"78","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_EZLPMDFCRW",0.1606260954285,"French",1,"k","k","t"
"79","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_CLBQXPARZD",0.1606260954285,"French",1,"k","k","t"
"80","stimulus101_A",0.047328903011436,0.727272727272727,0.434285714285714,"X_JYDIRUCSPN",0.1606260954285,"French",0,"k","k","t"
"81","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_USOZJQCKNP",-0.62854940048857,"English",1,"k","k","t"
"82","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_PAUOGDRHWC",-0.62854940048857,"English",0,"k","k","t"
"83","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_YNBAOIZRUF",-0.62854940048857,"English",1,"k","k","t"
"84","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_WBDYKIXFME",-0.62854940048857,"English",0,"k","k","t"
"85","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_ADBVFQEMRU",-0.62854940048857,"English",1,"k","k","t"
"86","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_QLTORFAUPY",-0.62854940048857,"English",1,"k","k","t"
"87","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_VHNXKCTPGY",-0.62854940048857,"English",1,"k","k","t"
"88","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_CSKAOILVZG",-0.62854940048857,"English",0,"k","k","t"
"89","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_DIGHMRZLPU",-0.62854940048857,"English",1,"k","k","t"
"90","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_WHUJSAETKQ",-0.62854940048857,"English",1,"k","k","t"
"91","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_GQNFBXPZSD",-0.62854940048857,"English",1,"k","k","t"
"92","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_VPMSCXUJAN",-0.62854940048857,"English",1,"k","k","t"
"93","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_WJXGTNHBDP",-0.62854940048857,"English",1,"k","k","t"
"94","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_NZLPFAHTKB",-0.62854940048857,"English",1,"k","k","t"
"95","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_GWZSFPCMOA",-0.62854940048857,"English",1,"k","k","t"
"96","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_MRIPLFQBAU",-0.62854940048857,"French",1,"k","k","t"
"97","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_BPRVUJKCQT",-0.62854940048857,"French",1,"k","k","t"
"98","stimulus102_B",0.141666666666667,0.783783783783784,0.449166666666667,"X_VOXKQDNAGI",-0.62854940048857,"French",1,"k","k","t"
