"","subject_id","tripletid","delta_dist_sub","subject_language","user_corr","phone_OTH","phone_TGT","phone_TGT_nat_non","phone_OTH_nat_non","cross_lang","glob","loc","econ"
"16","X_USOZJQCKNP","stimulus138_B",-0.0723527984526502,"English",1,"t","s","nonnat","native","cross_lang",0.5,0.696969696969697,0.0647773279352227
"17","X_USOZJQCKNP","stimulus131_B",-0.57255196225387,"English",1,"ʃ","t","native","nonnat","cross_lang",0.476190476190476,0.666666666666667,0.0298804780876494
"18","X_USOZJQCKNP","stimulus94_B",-1.71914158805024,"English",1,"s","k","native","nonnat","cross_lang",0.434285714285714,0.727272727272727,0.047328903011436
"19","X_USOZJQCKNP","stimulus90_B",-2.14492996923057,"English",1,"ʃ","k","native","nonnat","cross_lang",0.434285714285714,0.727272727272727,0.047328903011436
"20","X_USOZJQCKNP","stimulus143_B",0.270510400629379,"English",1,"θ","t","native","nonnat","cross_lang",0.476190476190476,0.666666666666667,0.0298804780876494
"21","X_USOZJQCKNP","stimulus95_B",-1.30841048877549,"English",1,"k","s","nonnat","native","cross_lang",0.5,0.696969696969697,0.0647773279352227
"22","X_USOZJQCKNP","stimulus129_A",0.12300543509442,"English",1,"t","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"23","X_USOZJQCKNP","stimulus45_A",-1.09432217477152,"English",1,"u","i","native","nonnat","cross_lang",0.382783882783883,0.621212121212121,0.141666666666667
"24","X_USOZJQCKNP","stimulus33_A",-1.23164384043773,"English",1,"u","æ","native","nonnat","cross_lang",0.6,0.687770562770563,0.0647773279352227
"25","X_USOZJQCKNP","stimulus41_A",-1.96332563163834,"English",1,"ʌ","i","native","nonnat","cross_lang",0.382783882783883,0.621212121212121,0.141666666666667
"26","X_USOZJQCKNP","stimulus93_A",0.0925055008812201,"English",1,"s","k","native","nonnat","cross_lang",0.434285714285714,0.727272727272727,0.047328903011436
"27","X_USOZJQCKNP","stimulus42_B",-0.938202876910401,"English",1,"ʌ","i","native","nonnat","cross_lang",0.382783882783883,0.621212121212121,0.141666666666667
"28","X_USOZJQCKNP","stimulus91_B",-2.55376663480621,"English",1,"k","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"29","X_USOZJQCKNP","stimulus89_A",0.30888568748682,"English",1,"ʃ","k","native","nonnat","cross_lang",0.434285714285714,0.727272727272727,0.047328903011436
"30","X_USOZJQCKNP","stimulus92_A",-0.94627448137601,"English",1,"k","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"31","X_USOZJQCKNP","stimulus130_B",-0.61660330064099,"English",1,"t","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"32","X_USOZJQCKNP","stimulus96_A",-0.59368711290374,"English",1,"k","s","nonnat","native","cross_lang",0.5,0.696969696969697,0.0647773279352227
"33","X_USOZJQCKNP","stimulus114_B",-1.04559996322236,"English",1,"θ","p","native","nonnat","cross_lang",0.462912087912088,0.720779220779221,0.0647773279352227
"34","X_USOZJQCKNP","stimulus31_B",-0.0087797616711196,"English",1,"æ","ʌ","nonnat","native","cross_lang",0.48,0.651515151515151,0.047328903011436
"35","X_USOZJQCKNP","stimulus76_A",0.0600868953052496,"English",1,"f","s","nonnat","native","cross_lang",0.5,0.696969696969697,0.0647773279352227
"36","X_USOZJQCKNP","stimulus32_A",0.23598181516938,"English",1,"æ","ʌ","nonnat","native","cross_lang",0.48,0.651515151515151,0.047328903011436
"37","X_USOZJQCKNP","stimulus70_B",0.24339837213175,"English",1,"ʃ","f","native","nonnat","cross_lang",0.449166666666667,0.783783783783784,0.141666666666667
"38","X_USOZJQCKNP","stimulus72_A",-0.0572577505506899,"English",1,"f","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"39","X_USOZJQCKNP","stimulus74_B",-0.112230024077,"English",1,"s","f","native","nonnat","cross_lang",0.449166666666667,0.783783783783784,0.141666666666667
"40","X_USOZJQCKNP","stimulus71_B",-1.17536897014691,"English",1,"f","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"41","X_USOZJQCKNP","stimulus115_B",-0.0856303638450102,"English",1,"p","θ","nonnat","native","cross_lang",0.428571428571429,0.712121212121212,0.0298804780876494
"42","X_USOZJQCKNP","stimulus77_A",0.43653918057676,"English",0,"θ","f","native","nonnat","cross_lang",0.449166666666667,0.783783783783784,0.141666666666667
"43","X_USOZJQCKNP","stimulus75_B",-0.3312593185066,"English",1,"f","s","nonnat","native","cross_lang",0.5,0.696969696969697,0.0647773279352227
"44","X_USOZJQCKNP","stimulus69_A",-1.2202204887789,"English",1,"ʃ","f","native","nonnat","cross_lang",0.449166666666667,0.783783783783784,0.141666666666667
"45","X_USOZJQCKNP","stimulus80_A",0.50709540193985,"English",1,"f","θ","nonnat","native","cross_lang",0.428571428571429,0.712121212121212,0.0298804780876494
"46","X_USOZJQCKNP","stimulus73_A",-0.57503037697399,"English",1,"s","f","native","nonnat","cross_lang",0.449166666666667,0.783783783783784,0.141666666666667
"47","X_USOZJQCKNP","stimulus30_B",-0.19967284516379,"English",1,"ʌ","æ","native","nonnat","cross_lang",0.6,0.687770562770563,0.0647773279352227
"48","X_USOZJQCKNP","stimulus29_A",-0.12269166149723,"English",0,"ʌ","æ","native","nonnat","cross_lang",0.6,0.687770562770563,0.0647773279352227
"49","X_USOZJQCKNP","stimulus79_B",0.11793445763451,"English",1,"f","θ","nonnat","native","cross_lang",0.428571428571429,0.712121212121212,0.0298804780876494
"50","X_USOZJQCKNP","stimulus113_A",-0.61809059446882,"English",1,"θ","p","native","nonnat","cross_lang",0.462912087912088,0.720779220779221,0.0647773279352227
"51","X_USOZJQCKNP","stimulus116_A",-0.54836389839841,"English",1,"p","θ","nonnat","native","cross_lang",0.428571428571429,0.712121212121212,0.0298804780876494
"52","X_USOZJQCKNP","stimulus78_B",-0.0503459246727598,"English",1,"θ","f","native","nonnat","cross_lang",0.449166666666667,0.783783783783784,0.141666666666667
"53","X_USOZJQCKNP","stimulus106_B",-1.92311352359567,"English",1,"ʃ","p","native","nonnat","cross_lang",0.462912087912088,0.720779220779221,0.0647773279352227
"54","X_USOZJQCKNP","stimulus59_B",0.974608847920099,"English",1,"ʊ","u","nonnat","native","cross_lang",0.45,0.757575757575758,0.0647773279352227
"55","X_USOZJQCKNP","stimulus10_B",-1.61864780479536,"English",1,"ʊ","ɑ","nonnat","native","cross_lang",0.571428571428571,0.606060606060606,0.141666666666667
"56","X_USOZJQCKNP","stimulus108_A",-2.23639226912035,"English",1,"p","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"57","X_USOZJQCKNP","stimulus1_A",0.28734820002048,"English",1,"æ","ɑ","nonnat","native","cross_lang",0.571428571428571,0.606060606060606,0.141666666666667
"58","X_USOZJQCKNP","stimulus112_A",-1.51508307365125,"English",1,"p","s","nonnat","native","cross_lang",0.5,0.696969696969697,0.0647773279352227
"59","X_USOZJQCKNP","stimulus109_A",-1.14820583565854,"English",1,"s","p","native","nonnat","cross_lang",0.462912087912088,0.720779220779221,0.0647773279352227
"60","X_USOZJQCKNP","stimulus57_A",0.44486364233204,"English",0,"u","ʊ","native","nonnat","cross_lang",0.653846153846154,0.728501228501228,0.0298804780876494
"61","X_USOZJQCKNP","stimulus54_B",-0.130875465097041,"English",1,"u","ʊ","native","nonnat","cross_lang",0.653846153846154,0.728501228501228,0.0298804780876494
"62","X_USOZJQCKNP","stimulus53_A",0.44486364233204,"English",1,"u","ʊ","native","nonnat","cross_lang",0.653846153846154,0.728501228501228,0.0298804780876494
"63","X_USOZJQCKNP","stimulus7_B",-1.70991133314294,"English",1,"ɑ","i","native","nonnat","cross_lang",0.382783882783883,0.621212121212121,0.141666666666667
"64","X_USOZJQCKNP","stimulus4_A",-0.35644186257345,"English",1,"ɑ","æ","native","nonnat","cross_lang",0.6,0.687770562770563,0.0647773279352227
"65","X_USOZJQCKNP","stimulus111_B",-0.91611403677394,"English",1,"p","s","nonnat","native","cross_lang",0.5,0.696969696969697,0.0647773279352227
"66","X_USOZJQCKNP","stimulus105_A",-0.74265512624992,"English",1,"ʃ","p","native","nonnat","cross_lang",0.462912087912088,0.720779220779221,0.0647773279352227
"67","X_USOZJQCKNP","stimulus98_B",-0.65356221489189,"English",1,"θ","k","native","nonnat","cross_lang",0.434285714285714,0.727272727272727,0.047328903011436
"68","X_USOZJQCKNP","stimulus3_B",-0.19700151185169,"English",1,"ɑ","æ","native","nonnat","cross_lang",0.6,0.687770562770563,0.0647773279352227
"69","X_USOZJQCKNP","stimulus6_B",-0.12036529108904,"English",1,"i","ɑ","nonnat","native","cross_lang",0.571428571428571,0.606060606060606,0.141666666666667
"70","X_USOZJQCKNP","stimulus99_B",0.77338377377911,"English",1,"k","θ","nonnat","native","cross_lang",0.428571428571429,0.712121212121212,0.0298804780876494
"71","X_USOZJQCKNP","stimulus97_A",-0.53493409055449,"English",1,"θ","k","native","nonnat","cross_lang",0.434285714285714,0.727272727272727,0.047328903011436
"72","X_USOZJQCKNP","stimulus5_A",-2.14775369547105,"English",1,"i","ɑ","nonnat","native","cross_lang",0.571428571428571,0.606060606060606,0.141666666666667
"73","X_USOZJQCKNP","stimulus58_B",-0.43692970781814,"English",1,"u","ʊ","native","nonnat","cross_lang",0.653846153846154,0.728501228501228,0.0298804780876494
"74","X_USOZJQCKNP","stimulus110_B",-2.18021361304106,"English",1,"s","p","native","nonnat","cross_lang",0.462912087912088,0.720779220779221,0.0647773279352227
"75","X_USOZJQCKNP","stimulus56_A",0.974608847920099,"English",1,"ʊ","u","nonnat","native","cross_lang",0.45,0.757575757575758,0.0647773279352227
"76","X_USOZJQCKNP","stimulus51_B",-0.70935708150067,"English",1,"ʊ","ʌ","nonnat","native","cross_lang",0.48,0.651515151515151,0.047328903011436
"77","X_USOZJQCKNP","stimulus11_B",-1.04065514141091,"English",1,"ɑ","ʊ","native","nonnat","cross_lang",0.653846153846154,0.728501228501228,0.0298804780876494
"78","X_USOZJQCKNP","stimulus9_A",-0.0148844224823002,"English",1,"ʊ","ɑ","nonnat","native","cross_lang",0.571428571428571,0.606060606060606,0.141666666666667
"79","X_USOZJQCKNP","stimulus8_A",-0.46337025240331,"English",0,"ɑ","i","native","nonnat","cross_lang",0.382783882783883,0.621212121212121,0.141666666666667
"80","X_USOZJQCKNP","stimulus55_B",0.217291818215649,"English",1,"ʊ","u","nonnat","native","cross_lang",0.45,0.757575757575758,0.0647773279352227
"81","X_USOZJQCKNP","stimulus12_A",-0.28357303792739,"English",1,"ɑ","ʊ","native","nonnat","cross_lang",0.653846153846154,0.728501228501228,0.0298804780876494
"82","X_USOZJQCKNP","stimulus52_A",0.0844994893670998,"English",1,"ʊ","ʌ","nonnat","native","cross_lang",0.48,0.651515151515151,0.047328903011436
"83","X_USOZJQCKNP","stimulus2_B",-0.2700266735055,"English",1,"æ","ɑ","nonnat","native","cross_lang",0.571428571428571,0.606060606060606,0.141666666666667
"84","X_USOZJQCKNP","stimulus107_B",-0.22643288531948,"English",1,"p","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"85","X_USOZJQCKNP","stimulus60_A",-0.25678909599207,"English",1,"ʊ","u","nonnat","native","cross_lang",0.45,0.757575757575758,0.0647773279352227
"86","X_PAUOGDRHWC","stimulus96_A",-0.59368711290374,"English",0,"k","s","nonnat","native","cross_lang",0.5,0.696969696969697,0.0647773279352227
"87","X_PAUOGDRHWC","stimulus92_A",-0.94627448137601,"English",0,"k","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"88","X_PAUOGDRHWC","stimulus42_B",-0.938202876910401,"English",0,"ʌ","i","native","nonnat","cross_lang",0.382783882783883,0.621212121212121,0.141666666666667
"89","X_PAUOGDRHWC","stimulus95_B",-1.30841048877549,"English",0,"k","s","nonnat","native","cross_lang",0.5,0.696969696969697,0.0647773279352227
"90","X_PAUOGDRHWC","stimulus131_B",-0.57255196225387,"English",0,"ʃ","t","native","nonnat","cross_lang",0.476190476190476,0.666666666666667,0.0298804780876494
"91","X_PAUOGDRHWC","stimulus46_B",-0.59072733249076,"English",0,"u","i","native","nonnat","cross_lang",0.382783882783883,0.621212121212121,0.141666666666667
"92","X_PAUOGDRHWC","stimulus91_B",-2.55376663480621,"English",0,"k","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"93","X_PAUOGDRHWC","stimulus90_B",-2.14492996923057,"English",0,"ʃ","k","native","nonnat","cross_lang",0.434285714285714,0.727272727272727,0.047328903011436
"94","X_PAUOGDRHWC","stimulus35_B",0.27247605185589,"English",0,"æ","u","nonnat","native","cross_lang",0.45,0.757575757575758,0.0647773279352227
"95","X_PAUOGDRHWC","stimulus129_A",0.12300543509442,"English",0,"t","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"96","X_PAUOGDRHWC","stimulus143_B",0.270510400629379,"English",0,"θ","t","native","nonnat","cross_lang",0.476190476190476,0.666666666666667,0.0298804780876494
"97","X_PAUOGDRHWC","stimulus140_A",-0.0425187088615608,"English",0,"s","t","native","nonnat","cross_lang",0.476190476190476,0.666666666666667,0.0298804780876494
"98","X_PAUOGDRHWC","stimulus45_A",-1.09432217477152,"English",0,"u","i","native","nonnat","cross_lang",0.382783882783883,0.621212121212121,0.141666666666667
"99","X_PAUOGDRHWC","stimulus130_B",-0.61660330064099,"English",0,"t","ʃ","nonnat","native","cross_lang",0.420168067226891,0.757166257166257,0.047328903011436
"100","X_PAUOGDRHWC","stimulus36_A",-0.93031904250185,"English",1,"æ","u","nonnat","native","cross_lang",0.45,0.757575757575758,0.0647773279352227
"101","X_PAUOGDRHWC","stimulus94_B",-1.71914158805024,"English",1,"s","k","native","nonnat","cross_lang",0.434285714285714,0.727272727272727,0.047328903011436
"102","X_PAUOGDRHWC","stimulus141_A",-1.39375035840988,"English",0,"t","θ","nonnat","native","cross_lang",0.428571428571429,0.712121212121212,0.0298804780876494
"103","X_PAUOGDRHWC","stimulus142_B",-0.67948216867949,"English",1,"t","θ","nonnat","native","cross_lang",0.428571428571429,0.712121212121212,0.0298804780876494
"104","X_PAUOGDRHWC","stimulus34_B",-1.78779106812845,"English",0,"u","æ","native","nonnat","cross_lang",0.6,0.687770562770563,0.0647773279352227
"105","X_PAUOGDRHWC","stimulus132_A",-0.00026432520234998,"English",0,"ʃ","t","native","nonnat","cross_lang",0.476190476190476,0.666666666666667,0.0298804780876494
