_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.7272727272727273,0.6111111111111112
X,Spec2,0.06477732793522267,0.6666666666666666,0.5294117647058824
X,Spec3,0.06477732793522267,0.8484848484848485,0.7142857142857143
X,Spec4,0.06477732793522267,0.6666666666666666,0.5882352941176471
X,Spec5,0.06477732793522267,0.6666666666666666,0.29411764705882354
X,Spec6,0.06477732793522267,0.6060606060606061,0.3333333333333333
X,Spec7,0.06477732793522267,0.696969696969697,0.5294117647058824
X,Spec8,0.06477732793522267,0.6363636363636364,0.2777777777777778
X,Spec9,0.06477732793522267,0.7575757575757576,0.6111111111111112
X,Spec10,0.029880478087649404,0.7575757575757576,0.75
X,Spec11,0.029880478087649404,0.7575757575757576,0.75
X,Spec12,0.06477732793522267,0.696969696969697,0.5294117647058824
X,Spec13,0.029880478087649404,0.6666666666666666,0.75
X,Spec14,0.06477732793522267,0.6666666666666666,0.5882352941176471
X,Spec15,0.06477732793522267,0.696969696969697,0.29411764705882354
X,Spec16,0.06477732793522267,0.6060606060606061,0.3333333333333333
X,Spec17,0.06477732793522267,0.8181818181818182,0.3333333333333333
X,Spec18,0.06477732793522267,0.6666666666666666,0.23529411764705882
X,Spec19,0.06477732793522267,0.696969696969697,0.47058823529411764
X,Spec20,0.06477732793522267,0.6060606060606061,0.47619047619047616
X,Spec21,0.06477732793522267,0.8181818181818182,0.5333333333333333
X,Spec22,0.06477732793522267,0.6363636363636364,0.4444444444444444
