_segment,_spec_id,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
X,Spec30,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False
X,Spec31,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False
X,Spec32,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False
X,Spec33,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
X,Spec34,False,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False
X,Spec35,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec36,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec37,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False
X,Spec38,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False
X,Spec39,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False
X,Spec40,False,True,True,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,True,True,False
X,Spec41,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec42,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec43,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False
X,Spec44,False,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec45,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec46,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False
X,Spec47,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False
X,Spec48,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
X,Spec49,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
X,Spec50,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec51,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec52,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec53,False,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec54,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec55,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec56,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
X,Spec57,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False
X,Spec58,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
X,Spec59,False,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec60,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec61,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False
X,Spec62,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec63,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec64,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec65,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False
X,Spec66,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec67,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec68,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec69,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec70,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec71,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec72,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False
X,Spec73,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False
X,Spec74,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False
X,Spec75,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
X,Spec76,False,True,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec77,False,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec78,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec79,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec80,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec81,False,True,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec82,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False
X,Spec83,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec84,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec85,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec86,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec87,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec88,False,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec89,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False
X,Spec90,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False
X,Spec91,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False
X,Spec92,False,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec93,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec94,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec95,False,False,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec96,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec97,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec98,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False
X,Spec99,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec100,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec101,False,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec102,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec103,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec104,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec105,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False
X,Spec106,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False
X,Spec107,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False
X,Spec108,False,False,True,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec109,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec110,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec111,False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec112,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec113,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec114,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False
X,Spec115,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec116,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec117,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec118,False,False,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec119,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec120,False,False,True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec121,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False
X,Spec122,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False
X,Spec123,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False
