_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.8484848484848485,0.7142857142857143
X,Spec2,0.06477732793522267,0.7878787878787878,0.5333333333333333
X,Spec3,0.14166666666666666,0.918918918918919,1.0
X,Spec4,0.06477732793522267,0.7878787878787878,0.6
X,Spec5,0.14166666666666666,0.8108108108108109,0.5
X,Spec6,0.06477732793522267,0.8787878787878788,1.0
X,Spec7,0.14166666666666666,0.8378378378378378,0.6
X,Spec8,0.06477732793522267,0.7575757575757576,0.5555555555555556
X,Spec9,0.06477732793522267,0.696969696969697,0.29411764705882354
X,Spec10,0.14166666666666666,0.8648648648648649,0.0
X,Spec11,0.06477732793522267,0.6666666666666666,0.35294117647058826
X,Spec12,0.14166666666666666,0.7567567567567568,0.16666666666666666
X,Spec13,0.06477732793522267,0.8484848484848485,0.42857142857142855
X,Spec14,0.14166666666666666,0.8108108108108109,0.0
X,Spec15,0.029880478087649404,0.6363636363636364,0.6153846153846154
X,Spec16,0.029880478087649404,0.5757575757575758,0.56
X,Spec17,0.029880478087649404,0.6666666666666666,0.7916666666666666
X,Spec18,0.06477732793522267,0.7272727272727273,0.6111111111111112
X,Spec19,0.14166666666666666,0.8918918918918919,0.75
X,Spec20,0.06477732793522267,,
X,Spec21,0.06477732793522267,,
X,Spec22,0.14166666666666666,0.8108108108108109,0.5
X,Spec23,0.06477732793522267,0.6060606060606061,0.5238095238095238
X,Spec24,0.06477732793522267,0.8787878787878788,1.0
X,Spec25,0.14166666666666666,0.8108108108108109,0.6666666666666666
X,Spec26,0.06477732793522267,0.6666666666666666,0.23529411764705882
X,Spec27,0.06477732793522267,0.5757575757575758,0.3333333333333333
X,Spec28,0.06477732793522267,0.7878787878787878,0.4
X,Spec29,0.06477732793522267,0.6060606060606061,0.3333333333333333
X,Spec30,0.06477732793522267,0.7272727272727273,0.3333333333333333
X,Spec31,0.06477732793522267,0.6363636363636364,0.2777777777777778
X,Spec32,0.06477732793522267,0.8787878787878788,0.3333333333333333
X,Spec33,0.06477732793522267,0.696969696969697,0.29411764705882354
X,Spec34,0.06477732793522267,0.6363636363636364,0.4444444444444444
X,Spec35,0.06477732793522267,0.5454545454545454,0.4782608695652174
X,Spec36,0.06477732793522267,0.7575757575757576,0.6111111111111112
X,Spec37,0.06477732793522267,0.5757575757575758,0.5238095238095238
