_segment,_spec_id,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
X,Spec1,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
X,Spec2,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec3,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec4,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
X,Spec5,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec6,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec7,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec8,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec9,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec10,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec11,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec12,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False
X,Spec13,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False
X,Spec14,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec15,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec16,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec17,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
