_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.6666666666666666,0.5882352941176471
X,Spec2,0.06477732793522267,0.6060606060606061,0.5714285714285714
X,Spec3,0.06477732793522267,0.7878787878787878,0.8
X,Spec4,0.06477732793522267,0.6060606060606061,0.6190476190476191
X,Spec5,0.06477732793522267,0.7272727272727273,0.5
X,Spec6,0.06477732793522267,0.6666666666666666,0.29411764705882354
X,Spec7,0.06477732793522267,0.6060606060606061,0.3333333333333333
X,Spec8,0.06477732793522267,0.696969696969697,0.5294117647058824
X,Spec9,0.06477732793522267,0.6363636363636364,0.2777777777777778
X,Spec10,0.06477732793522267,0.6363636363636364,0.10526315789473684
X,Spec11,0.06477732793522267,0.5454545454545454,0.17391304347826086
X,Spec12,0.06477732793522267,0.6666666666666666,0.23529411764705882
X,Spec13,0.06477732793522267,0.6060606060606061,0.14285714285714285
X,Spec14,0.029880478087649404,0.6363636363636364,0.5769230769230769
X,Spec15,0.029880478087649404,0.5757575757575758,0.52
X,Spec16,0.029880478087649404,0.6666666666666666,0.75
X,Spec17,0.06477732793522267,0.7272727272727273,0.5555555555555556
X,Spec18,0.14166666666666666,0.8648648648648649,0.6666666666666666
X,Spec19,0.06477732793522267,0.9696969696969697,0.8333333333333334
X,Spec20,0.06477732793522267,0.9696969696969697,0.8333333333333334
X,Spec21,0.14166666666666666,0.7837837837837838,0.5714285714285714
X,Spec22,0.06477732793522267,0.6060606060606061,0.47619047619047616
X,Spec23,0.06477732793522267,0.8484848484848485,0.7142857142857143
X,Spec24,0.14166666666666666,0.7837837837837838,0.7142857142857143
X,Spec25,0.06477732793522267,0.6666666666666666,0.35294117647058826
X,Spec26,0.06477732793522267,0.5757575757575758,0.42857142857142855
X,Spec27,0.06477732793522267,0.7575757575757576,0.5555555555555556
X,Spec28,0.06477732793522267,0.6060606060606061,0.42857142857142855
