_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.6666666666666666,0.35294117647058826
X,Spec2,0.06477732793522267,0.7272727272727273,0.5
X,Spec3,0.06477732793522267,0.6363636363636364,0.3333333333333333
X,Spec4,0.14166666666666666,0.7567567567567568,0.8333333333333334
X,Spec5,0.06477732793522267,0.6060606060606061,0.23809523809523808
X,Spec6,0.06477732793522267,0.6060606060606061,0.38095238095238093
X,Spec7,0.06477732793522267,0.5757575757575758,0.23809523809523808
X,Spec8,0.14166666666666666,0.7027027027027027,0.38461538461538464
X,Spec9,0.06477732793522267,0.7575757575757576,0.6111111111111112
X,Spec10,0.029880478087649404,0.696969696969697,0.76
X,Spec11,0.029880478087649404,0.696969696969697,0.76
X,Spec12,0.029880478087649404,0.6363636363636364,0.6923076923076923
X,Spec13,0.06477732793522267,0.6666666666666666,0.5882352941176471
X,Spec14,0.029880478087649404,0.5757575757575758,0.64
X,Spec15,0.029880478087649404,0.6060606060606061,0.56
X,Spec16,0.06477732793522267,0.5757575757575758,0.42857142857142855
X,Spec17,0.14166666666666666,0.7837837837837838,0.5714285714285714
X,Spec18,0.06477732793522267,0.5757575757575758,0.5714285714285714
X,Spec19,0.06477732793522267,0.5454545454545454,0.391304347826087
X,Spec20,0.06477732793522267,0.6060606060606061,0.38095238095238093
X,Spec21,0.06477732793522267,0.696969696969697,0.35294117647058826
X,Spec22,0.06477732793522267,0.5454545454545454,0.391304347826087
X,Spec23,0.06477732793522267,0.7575757575757576,0.5
X,Spec24,0.06477732793522267,0.6666666666666666,0.29411764705882354
X,Spec25,0.06477732793522267,0.5757575757575758,0.5238095238095238
