_segment,_spec_id,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
X,Spec1,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True
X,Spec2,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec3,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True
X,Spec4,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True
X,Spec5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True
X,Spec6,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec7,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True
X,Spec8,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True
X,Spec9,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True
X,Spec10,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False
X,Spec11,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False
X,Spec12,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True
X,Spec13,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True
X,Spec14,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True
X,Spec15,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True
X,Spec16,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True
X,Spec17,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec18,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True
X,Spec19,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True
X,Spec20,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True
X,Spec21,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True
X,Spec22,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec23,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True
X,Spec24,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True
X,Spec25,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True
X,Spec26,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec27,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True
X,Spec28,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True
X,Spec29,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True
X,Spec30,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec31,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True
X,Spec32,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True
