_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.7272727272727273,0.5555555555555556
X,Spec2,0.06477732793522267,0.6666666666666666,0.47058823529411764
X,Spec3,0.06477732793522267,0.8484848484848485,0.6428571428571429
X,Spec4,0.06477732793522267,0.6666666666666666,0.5294117647058824
X,Spec5,0.06477732793522267,0.6666666666666666,0.29411764705882354
X,Spec6,0.06477732793522267,0.5757575757575758,0.38095238095238093
X,Spec7,0.06477732793522267,0.7575757575757576,0.5
X,Spec8,0.06477732793522267,0.6363636363636364,0.2777777777777778
X,Spec9,0.06477732793522267,0.6666666666666666,0.23529411764705882
X,Spec10,0.06477732793522267,0.6060606060606061,0.2857142857142857
X,Spec11,0.06477732793522267,0.696969696969697,0.47058823529411764
X,Spec12,0.06477732793522267,0.6363636363636364,0.2222222222222222
X,Spec13,0.06477732793522267,0.6363636363636364,0.05555555555555555
X,Spec14,0.06477732793522267,0.5454545454545454,0.13043478260869565
X,Spec15,0.06477732793522267,0.6666666666666666,0.17647058823529413
X,Spec16,0.06477732793522267,0.6060606060606061,0.09523809523809523
X,Spec17,0.06477732793522267,0.5757575757575758,0.38095238095238093
X,Spec18,0.06477732793522267,0.48484848484848486,0.46153846153846156
X,Spec19,0.06477732793522267,0.6363636363636364,0.4444444444444444
X,Spec20,0.06477732793522267,0.5454545454545454,0.34782608695652173
X,Spec21,0.06477732793522267,0.696969696969697,0.4117647058823529
X,Spec22,0.06477732793522267,0.6060606060606061,0.42857142857142855
X,Spec23,0.06477732793522267,0.8181818181818182,0.4666666666666667
X,Spec24,0.06477732793522267,0.6363636363636364,0.3888888888888889
