_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.8787878787878788,0.6666666666666666
X,Spec2,0.06477732793522267,0.9090909090909091,0.4444444444444444
X,Spec3,0.06477732793522267,0.7878787878787878,0.6666666666666666
X,Spec4,0.14166666666666666,0.7297297297297297,0.5454545454545454
X,Spec5,0.14166666666666666,1.0,0.5
X,Spec6,0.06477732793522267,0.8181818181818182,0.6
X,Spec7,0.06477732793522267,0.8181818181818182,0.26666666666666666
X,Spec8,0.06477732793522267,0.8484848484848485,0.2857142857142857
X,Spec9,0.06477732793522267,0.7575757575757576,0.3888888888888889
X,Spec10,0.14166666666666666,0.6756756756756757,0.4
X,Spec11,0.14166666666666666,0.8648648648648649,0.3333333333333333
X,Spec12,0.06477732793522267,0.7878787878787878,0.4
X,Spec13,0.013820335636722606,0.6785714285714286,0.5925925925925926
X,Spec14,0.013820335636722606,0.7142857142857143,0.5769230769230769
X,Spec15,0.029880478087649404,0.6363636363636364,0.6538461538461539
X,Spec16,0.029880478087649404,0.5454545454545454,0.625
X,Spec17,0.029880478087649404,0.5757575757575758,0.56
X,Spec18,0.029880478087649404,0.696969696969697,0.76
X,Spec19,0.029880478087649404,0.696969696969697,0.68
X,Spec20,0.06477732793522267,0.8484848484848485,0.5714285714285714
X,Spec21,0.06477732793522267,0.9090909090909091,0.4444444444444444
X,Spec22,0.06477732793522267,0.8787878787878788,1.0
X,Spec23,0.06477732793522267,0.7878787878787878,0.6666666666666666
X,Spec24,0.06477732793522267,0.9393939393939394,0.8
X,Spec25,0.14166666666666666,0.7567567567567568,0.6666666666666666
X,Spec26,0.06477732793522267,0.5757575757575758,0.5714285714285714
X,Spec27,0.06477732793522267,0.8484848484848485,0.7142857142857143
X,Spec28,0.06477732793522267,0.8181818181818182,0.6
X,Spec29,0.029880478087649404,0.6060606060606061,0.4
X,Spec30,0.029880478087649404,0.6363636363636364,0.46153846153846156
X,Spec31,0.029880478087649404,0.5454545454545454,0.4166666666666667
X,Spec32,0.06477732793522267,0.5757575757575758,0.38095238095238093
X,Spec33,0.06477732793522267,0.7878787878787878,0.4666666666666667
X,Spec34,0.029880478087649404,0.5757575757575758,0.44
X,Spec35,0.029880478087649404,0.6363636363636364,0.4230769230769231
X,Spec36,0.029880478087649404,0.6363636363636364,0.46153846153846156
X,Spec37,0.029880478087649404,0.6060606060606061,0.36
X,Spec38,0.06477732793522267,0.5757575757575758,0.38095238095238093
X,Spec39,0.06477732793522267,0.7878787878787878,0.4666666666666667
X,Spec40,0.029880478087649404,0.6060606060606061,0.4
X,Spec41,0.029880478087649404,0.5757575757575758,0.52
X,Spec42,0.029880478087649404,0.6060606060606061,0.52
X,Spec43,0.029880478087649404,0.5151515151515151,0.5
X,Spec44,0.06477732793522267,0.5454545454545454,0.4782608695652174
X,Spec45,0.06477732793522267,0.7575757575757576,0.6111111111111112
X,Spec46,0.029880478087649404,0.5454545454545454,0.5416666666666666
