_segment,_spec_id,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
X,Spec1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False
X,Spec2,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec3,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec4,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec5,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec6,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec7,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec8,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec9,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False
X,Spec10,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec11,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False
X,Spec12,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False
X,Spec13,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec14,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,False
X,Spec15,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False
X,Spec16,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec17,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec18,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec19,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec20,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec21,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec22,False,True,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec23,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec24,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec25,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec26,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec27,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec28,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec29,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec30,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec31,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec32,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec33,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
