File1	Silence1	File2	Silence2	File3	CORR_ANS	filename
amelia_consonants18	500ms_silence	amelia_consonants28	500ms_silence	ewan66	A	stimulus64_A
ewan78	500ms_silence	ewan55	500ms_silence	amelia_consonants30	A	stimulus65_A
amelia_consonants7	500ms_silence	amelia_consonants30	500ms_silence	ewan78	B	stimulus66_B
ewan76	500ms_silence	ewan50	500ms_silence	amelia_consonants2	B	stimulus67_B
amelia_consonants2	500ms_silence	amelia_consonants28	500ms_silence	ewan50	A	stimulus68_A
ewan76	500ms_silence	ewan90	500ms_silence	amelia_consonants28	A	stimulus69_A
amelia_consonants42	500ms_silence	amelia_consonants28	500ms_silence	ewan76	B	stimulus70_B
amelia_consonants30	500ms_silence	amelia_consonants47	500ms_silence	ewan95	B	stimulus71_B
ewan95	500ms_silence	ewan78	500ms_silence	amelia_consonants47	A	stimulus72_A
ewan78	500ms_silence	ewan87	500ms_silence	amelia_consonants30	A	stimulus73_A
amelia_consonants34	500ms_silence	amelia_consonants28	500ms_silence	ewan76	B	stimulus74_B
amelia_consonants30	500ms_silence	amelia_consonants39	500ms_silence	ewan87	B	stimulus75_B
ewan82	500ms_silence	ewan76	500ms_silence	amelia_consonants34	A	stimulus76_A
amelia_consonants28	500ms_silence	amelia_consonants50	500ms_silence	ewan76	A	stimulus77_A
ewan98	500ms_silence	ewan76	500ms_silence	amelia_consonants28	B	stimulus78_B
amelia_consonants30	500ms_silence	amelia_consonants55	500ms_silence	ewan103	B	stimulus79_B
ewan103	500ms_silence	ewan78	500ms_silence	amelia_consonants55	A	stimulus80_A
ewan78	500ms_silence	ewan63	500ms_silence	amelia_consonants30	A	stimulus81_A
amelia_consonants15	500ms_silence	amelia_consonants30	500ms_silence	ewan78	B	stimulus82_B
amelia_consonants28	500ms_silence	amelia_consonants10	500ms_silence	ewan58	B	stimulus83_B
ewan58	500ms_silence	ewan76	500ms_silence	amelia_consonants10	A	stimulus84_A
ewan70	500ms_silence	ewan55	500ms_silence	amelia_consonants22	A	stimulus85_A
ewan50	500ms_silence	ewan68	500ms_silence	amelia_consonants20	B	stimulus86_B
amelia_consonants22	500ms_silence	amelia_consonants7	500ms_silence	ewan55	B	stimulus87_B
amelia_consonants2	500ms_silence	amelia_consonants20	500ms_silence	ewan50	A	stimulus88_A
amelia_consonants22	500ms_silence	amelia_consonants47	500ms_silence	ewan70	A	stimulus89_A
ewan95	500ms_silence	ewan70	500ms_silence	amelia_consonants22	B	stimulus90_B
amelia_consonants20	500ms_silence	amelia_consonants42	500ms_silence	ewan90	B	stimulus91_B
ewan90	500ms_silence	ewan68	500ms_silence	amelia_consonants42	A	stimulus92_A
amelia_consonants22	500ms_silence	amelia_consonants39	500ms_silence	ewan70	A	stimulus93_A
ewan87	500ms_silence	ewan70	500ms_silence	amelia_consonants22	B	stimulus94_B
amelia_consonants20	500ms_silence	amelia_consonants34	500ms_silence	ewan82	B	stimulus95_B
ewan82	500ms_silence	ewan68	500ms_silence	amelia_consonants34	A	stimulus96_A
amelia_consonants20	500ms_silence	amelia_consonants50	500ms_silence	ewan68	A	stimulus97_A
ewan98	500ms_silence	ewan68	500ms_silence	amelia_consonants20	B	stimulus98_B
ewan70	500ms_silence	ewan103	500ms_silence	amelia_consonants55	B	stimulus99_B
amelia_consonants55	500ms_silence	amelia_consonants22	500ms_silence	ewan103	A	stimulus100_A
amelia_consonants22	500ms_silence	amelia_consonants15	500ms_silence	ewan70	A	stimulus101_A
ewan58	500ms_silence	ewan68	500ms_silence	amelia_consonants20	B	stimulus102_B
amelia_consonants20	500ms_silence	amelia_consonants10	500ms_silence	ewan58	B	stimulus103_B
ewan63	500ms_silence	ewan70	500ms_silence	amelia_consonants15	A	stimulus104_A
amelia_consonants6	500ms_silence	amelia_consonants47	500ms_silence	ewan54	A	stimulus105_A
ewan90	500ms_silence	ewan52	500ms_silence	amelia_consonants4	B	stimulus106_B
ewan54	500ms_silence	ewan95	500ms_silence	amelia_consonants47	B	stimulus107_B
amelia_consonants42	500ms_silence	amelia_consonants4	500ms_silence	ewan90	A	stimulus108_A
ewan52	500ms_silence	ewan82	500ms_silence	amelia_consonants4	A	stimulus109_A
ewan87	500ms_silence	ewan54	500ms_silence	amelia_consonants6	B	stimulus110_B
amelia_consonants4	500ms_silence	amelia_consonants34	500ms_silence	ewan82	B	stimulus111_B
amelia_consonants39	500ms_silence	amelia_consonants6	500ms_silence	ewan87	A	stimulus112_A
amelia_consonants4	500ms_silence	amelia_consonants50	500ms_silence	ewan52	A	stimulus113_A
amelia_consonants55	500ms_silence	amelia_consonants6	500ms_silence	ewan54	B	stimulus114_B
ewan54	500ms_silence	ewan103	500ms_silence	amelia_consonants55	B	stimulus115_B
ewan98	500ms_silence	ewan52	500ms_silence	amelia_consonants50	A	stimulus116_A
ewan54	500ms_silence	ewan63	500ms_silence	amelia_consonants6	A	stimulus117_A
amelia_consonants15	500ms_silence	amelia_consonants6	500ms_silence	ewan54	B	stimulus118_B
ewan52	500ms_silence	ewan58	500ms_silence	amelia_consonants10	B	stimulus119_B
amelia_consonants10	500ms_silence	amelia_consonants4	500ms_silence	ewan58	A	stimulus120_A
amelia_consonants46	500ms_silence	amelia_consonants39	500ms_silence	ewan94	A	stimulus121_A
ewan82	500ms_silence	ewan92	500ms_silence	amelia_consonants44	B	stimulus122_B
ewan94	500ms_silence	ewan87	500ms_silence	amelia_consonants39	B	stimulus123_B
amelia_consonants34	500ms_silence	amelia_consonants44	500ms_silence	ewan82	A	stimulus124_A
amelia_consonants44	500ms_silence	amelia_consonants50	500ms_silence	ewan92	A	stimulus125_A
ewan103	500ms_silence	ewan94	500ms_silence	amelia_consonants46	B	stimulus126_B
ewan92	500ms_silence	ewan98	500ms_silence	amelia_consonants50	B	stimulus127_B
amelia_consonants55	500ms_silence	amelia_consonants46	500ms_silence	ewan103	A	stimulus128_A
ewan94	500ms_silence	ewan63	500ms_silence	amelia_consonants46	A	stimulus129_A
amelia_consonants10	500ms_silence	amelia_consonants44	500ms_silence	ewan92	B	stimulus130_B
ewan92	500ms_silence	ewan58	500ms_silence	amelia_consonants10	B	stimulus131_B
amelia_consonants15	500ms_silence	amelia_consonants46	500ms_silence	ewan63	A	stimulus132_A
ewan86	500ms_silence	ewan103	500ms_silence	amelia_consonants38	A	stimulus133_A
ewan98	500ms_silence	ewan84	500ms_silence	amelia_consonants36	B	stimulus134_B
amelia_consonants38	500ms_silence	amelia_consonants55	500ms_silence	ewan103	B	stimulus135_B
amelia_consonants50	500ms_silence	amelia_consonants36	500ms_silence	ewan98	A	stimulus136_A
amelia_consonants36	500ms_silence	amelia_consonants10	500ms_silence	ewan84	A	stimulus137_A
ewan63	500ms_silence	ewan86	500ms_silence	amelia_consonants38	B	stimulus138_B
amelia_consonants38	500ms_silence	amelia_consonants15	500ms_silence	ewan63	B	stimulus139_B
ewan58	500ms_silence	ewan84	500ms_silence	amelia_consonants10	A	stimulus140_A
amelia_consonants54	500ms_silence	amelia_consonants15	500ms_silence	ewan102	A	stimulus141_A
ewan63	500ms_silence	ewan102	500ms_silence	amelia_consonants54	B	stimulus142_B
ewan100	500ms_silence	ewan58	500ms_silence	amelia_consonants10	B	stimulus143_B
amelia_consonants10	500ms_silence	amelia_consonants52	500ms_silence	ewan58	A	stimulus144_A
