subject_id;subject_language;trial_type;tripletid;S-order;A_Order;RT;order;first_sound;second_sound
X_SUPZNARGBH;English;prot_catch_trial;practice_t00000009033;orderSI=8;orderAI=8;0:16.0;8;1.0;0.0
X_SUPZNARGBH;English;prot_catch_trial;practice_t00000018860;orderSI=9;orderAI=9;0:8.4;9;0.0;1.0
X_SUPZNARGBH;English;prot_catch_trial;practice_t00000019593;orderSI=10;orderAI=10;0:17.0;10;0.0;1.0
X_SUPZNARGBH;English;prot_catch_trial;practice_t00000027525;orderSI=11;orderAI=11;0:4.7;11;1.0;0.0
X_SUPZNARGBH;English;prot_catch_trial;practice_t00000074757;orderSI=12;orderAI=12;0:8.2;12;1.0;0.0
X_SUPZNARGBH;English;prot_catch_trial;practice_t00000103879;orderSI=13;orderAI=13;0:10.5;13;1.0;0.0
X_SUPZNARGBH;English;prot_catch_trial;practice_t00000008895;orderSI=14;orderAI=14;0:17.8;14;0.0;1.0
X_SUPZNARGBH;English;prot_catch_trial;practice_t00000008895;orderSI=14;orderAI=14;0:22.1;14;0.0;1.0
X_SUPZNARGBH;English;prot_catch_trial;practice_t00000008454;orderSI=15;orderAI=15;0:8.8;15;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000007711;orderSI=21;orderAI=18;0:7.4;18;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;attention_check_english_J_normalise;orderSI=71;orderAI=19;0:14.9;19;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000041801;orderSI=46;orderAI=20;0:9.5;20;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000014662;orderSI=43;orderAI=21;0:7.5;21;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000016458;orderSI=24;orderAI=22;0:8.2;22;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000006;orderSI=62;orderAI=23;0:7.4;23;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000025515;orderSI=52;orderAI=24;0:11.1;24;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000101386;orderSI=58;orderAI=25;0:9.4;25;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000076038;orderSI=63;orderAI=26;0:11.8;26;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000074711;orderSI=41;orderAI=27;0:8.8;27;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000089910;orderSI=30;orderAI=28;0:4.3;28;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000086662;orderSI=28;orderAI=29;0:6.7;29;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000099557;orderSI=60;orderAI=30;0:6.5;30;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000106709;orderSI=32;orderAI=31;0:5.5;31;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000008314;orderSI=68;orderAI=32;0:20.9;32;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000013293;orderSI=66;orderAI=33;0:8.3;33;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000015136;orderSI=51;orderAI=34;0:3.3;34;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000014247;orderSI=67;orderAI=35;0:17.9;35;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000101594;orderSI=57;orderAI=36;0:7.3;36;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000011;orderSI=69;orderAI=37;0:9.6;37;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000074840;orderSI=34;orderAI=38;0:6.3;38;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000001209;orderSI=38;orderAI=39;0:11.5;39;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000103871;orderSI=56;orderAI=40;0:4.8;40;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000044330;orderSI=50;orderAI=41;0:3.5;41;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000020237;orderSI=53;orderAI=42;0:4.7;42;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000103774;orderSI=55;orderAI=43;0:6.6;43;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000048033;orderSI=47;orderAI=44;0:9.6;44;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000100662;orderSI=54;orderAI=45;0:2.6;45;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000095506;orderSI=29;orderAI=46;1:31.7;46;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000009;orderSI=61;orderAI=47;0:38.8;47;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000082998;orderSI=31;orderAI=48;0:6.0;48;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000099683;orderSI=59;orderAI=49;0:13.6;49;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000074991;orderSI=35;orderAI=50;0:4.6;50;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000050941;orderSI=18;orderAI=51;0:4.3;51;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000103083;orderSI=42;orderAI=52;0:4.2;52;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000017958;orderSI=26;orderAI=53;0:4.6;53;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000061434;orderSI=45;orderAI=54;0:8.6;54;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000089334;orderSI=37;orderAI=55;0:4.5;55;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000054803;orderSI=23;orderAI=56;0:14.0;56;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000035729;orderSI=49;orderAI=57;0:4.7;57;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000089319;orderSI=36;orderAI=58;0:5.0;58;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000076246;orderSI=64;orderAI=59;0:27.2;59;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000043753;orderSI=22;orderAI=60;0:4.0;60;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000011609;orderSI=33;orderAI=61;0:6.4;61;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000095760;orderSI=19;orderAI=62;0:4.0;62;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000006108;orderSI=48;orderAI=63;0:3.8;63;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000013296;orderSI=65;orderAI=64;0:4.0;64;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000017157;orderSI=20;orderAI=65;0:6.4;65;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000014;orderSI=70;orderAI=66;0:4.5;66;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000017936;orderSI=27;orderAI=67;0:4.4;67;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000094164;orderSI=39;orderAI=68;0:3.9;68;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000050383;orderSI=40;orderAI=69;0:3.4;69;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000100193;orderSI=25;orderAI=70;0:3.8;70;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000094079;orderSI=44;orderAI=71;0:4.3;71;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000100654;orderSI=109;orderAI=73;0:11.8;73;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000086372;orderSI=86;orderAI=74;0:4.7;74;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000098530;orderSI=75;orderAI=75;0:4.0;75;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000075034;orderSI=90;orderAI=76;0:9.1;76;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000025789;orderSI=107;orderAI=77;0:4.6;77;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000013853;orderSI=94;orderAI=78;14:31.3;78;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000048324;orderSI=105;orderAI=79;0:11.5;79;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000103066;orderSI=97;orderAI=80;0:4.7;80;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000052670;orderSI=121;orderAI=81;0:4.3;81;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000008306;orderSI=123;orderAI=82;0:3.7;82;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000015535;orderSI=80;orderAI=83;0:3.9;83;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000012;orderSI=125;orderAI=84;0:5.1;84;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000005;orderSI=117;orderAI=85;0:4.1;85;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000020164;orderSI=115;orderAI=86;0:3.7;86;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000105620;orderSI=73;orderAI=87;0:3.6;87;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000100658;orderSI=110;orderAI=88;0:3.1;88;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000089383;orderSI=92;orderAI=89;0:3.9;89;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000076985;orderSI=88;orderAI=90;0:4.5;90;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000076044;orderSI=120;orderAI=91;0:4.0;91;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;attention_check_English_F_normalized;orderSI=127;orderAI=92;0:25.8;92;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000103854;orderSI=112;orderAI=93;0:3.5;93;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000051357;orderSI=87;orderAI=94;0:4.7;94;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000006333;orderSI=103;orderAI=95;0:3.6;95;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000104098;orderSI=91;orderAI=96;0:3.4;96;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000075973;orderSI=74;orderAI=97;0:4.6;97;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000099548;orderSI=116;orderAI=98;0:3.2;98;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000074468;orderSI=96;orderAI=99;0:3.2;99;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000004;orderSI=118;orderAI=100;0:4.4;100;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000103029;orderSI=114;orderAI=101;0:3.6;101;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000022515;orderSI=95;orderAI=102;0:2.3;102;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000014306;orderSI=100;orderAI=103;0:4.0;103;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000092931;orderSI=85;orderAI=104;0:4.2;104;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000028598;orderSI=101;orderAI=105;0:3.6;105;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000056359;orderSI=78;orderAI=106;0:3.5;106;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000104821;orderSI=108;orderAI=107;0:3.6;107;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000051162;orderSI=76;orderAI=108;0:3.9;108;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000074700;orderSI=98;orderAI=109;0:3.7;109;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000104574;orderSI=106;orderAI=110;0:4.1;110;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000049930;orderSI=77;orderAI=111;0:3.7;111;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000013295;orderSI=122;orderAI=112;0:4.0;112;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000091237;orderSI=84;orderAI=113;0:3.7;113;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000076117;orderSI=89;orderAI=114;0:5.4;114;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000076213;orderSI=119;orderAI=115;0:3.8;115;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000057265;orderSI=102;orderAI=116;0:4.6;116;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000094110;orderSI=93;orderAI=117;0:4.2;117;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000101603;orderSI=113;orderAI=118;0:3.3;118;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000102551;orderSI=83;orderAI=119;0:3.8;119;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000013;orderSI=126;orderAI=120;0:5.5;120;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000103866;orderSI=111;orderAI=121;0:3.3;121;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000015559;orderSI=79;orderAI=122;0:3.9;122;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000014280;orderSI=99;orderAI=123;0:3.7;123;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000011712;orderSI=124;orderAI=124;0:4.4;124;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000018118;orderSI=82;orderAI=125;0:3.4;125;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000021644;orderSI=104;orderAI=126;0:3.6;126;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000017994;orderSI=81;orderAI=127;0:3.8;127;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000102457;orderSI=139;orderAI=129;0:4.8;129;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000089322;orderSI=147;orderAI=130;0:5.8;130;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000015731;orderSI=135;orderAI=131;0:3.8;131;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000015;orderSI=183;orderAI=132;0:4.2;132;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000014562;orderSI=182;orderAI=133;0:4.0;133;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000024724;orderSI=164;orderAI=134;0:3.4;134;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000013297;orderSI=180;orderAI=135;0:4.9;135;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000089519;orderSI=148;orderAI=136;0:4.2;136;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000099494;orderSI=174;orderAI=137;0:4.6;137;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000028948;orderSI=159;orderAI=138;0:4.3;138;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000049742;orderSI=162;orderAI=139;0:5.0;139;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000103030;orderSI=171;orderAI=140;0:3.4;140;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000013294;orderSI=179;orderAI=141;0:4.3;141;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000100155;orderSI=167;orderAI=142;0:2.6;142;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000101207;orderSI=155;orderAI=143;0:3.8;143;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000105479;orderSI=140;orderAI=144;0:3.2;144;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000011709;orderSI=181;orderAI=145;0:8.4;145;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000015274;orderSI=153;orderAI=146;0:15.7;146;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000018167;orderSI=137;orderAI=147;0:4.6;147;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000075965;orderSI=170;orderAI=148;0:4.7;148;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000093723;orderSI=143;orderAI=149;0:4.3;149;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000016;orderSI=184;orderAI=150;0:4.4;150;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000425;orderSI=130;orderAI=151;0:4.0;151;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000039293;orderSI=163;orderAI=152;0:4.0;152;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000002;orderSI=175;orderAI=153;0:14.9;153;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000100328;orderSI=132;orderAI=154;0:3.3;154;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000011342;orderSI=144;orderAI=155;0:4.2;155;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000074657;orderSI=150;orderAI=156;0:3.2;156;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000076043;orderSI=177;orderAI=157;0:3.5;157;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000082910;orderSI=141;orderAI=158;0:4.2;158;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000015229;orderSI=173;orderAI=159;0:3.1;159;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000005507;orderSI=161;orderAI=160;0:4.2;160;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000074514;orderSI=172;orderAI=161;0:3.1;161;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000103680;orderSI=149;orderAI=162;0:2.9;162;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000020635;orderSI=133;orderAI=163;0:3.2;163;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000012734;orderSI=131;orderAI=164;0:3.6;164;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000103860;orderSI=169;orderAI=165;0:3.8;165;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000105251;orderSI=168;orderAI=166;0:4.4;166;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000018285;orderSI=138;orderAI=167;0:3.7;167;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000105963;orderSI=129;orderAI=168;0:3.9;168;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000104906;orderSI=165;orderAI=169;0:3.7;169;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000000007;orderSI=176;orderAI=170;0:4.2;170;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000100597;orderSI=156;orderAI=171;0:38.3;171;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000075016;orderSI=145;orderAI=172;0:5.5;172;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;attention_check_English_F_normalized;orderSI=185;orderAI=173;0:8.2;173;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000008436;orderSI=157;orderAI=174;0:4.4;174;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000015037;orderSI=166;orderAI=175;0:5.7;175;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000016526;orderSI=136;orderAI=176;0:4.1;176;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000050535;orderSI=154;orderAI=177;0:4.5;177;0.0;1.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000074962;orderSI=146;orderAI=178;0:4.2;178;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000076042;orderSI=178;orderAI=179;0:4.1;179;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000014382;orderSI=151;orderAI=180;0:4.5;180;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000061634;orderSI=134;orderAI=181;0:3.8;181;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000054226;orderSI=160;orderAI=182;0:3.9;182;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000087088;orderSI=152;orderAI=183;0:3.3;183;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000008447;orderSI=158;orderAI=184;0:3.8;184;1.0;0.0
X_SUPZNARGBH;English;one_play_two_responses;triplet_t00000085583;orderSI=142;orderAI=185;0:3.7;185;0.0;1.0
X_GODNFULZPC;English;prot_catch_trial;practice_t00000009033;orderSI=8;orderAI=8;0:20.7;8;0.0;1.0
X_GODNFULZPC;English;prot_catch_trial;practice_t00000018860;orderSI=9;orderAI=9;0:20.5;9;1.0;0.0
X_GODNFULZPC;English;prot_catch_trial;practice_t00000019593;orderSI=10;orderAI=10;0:25.2;10;1.0;0.0
X_GODNFULZPC;English;prot_catch_trial;practice_t00000027525;orderSI=11;orderAI=11;0:3.1;11;0.0;1.0
X_GODNFULZPC;English;prot_catch_trial;practice_t00000074757;orderSI=12;orderAI=12;0:4.7;12;1.0;0.0
X_GODNFULZPC;English;prot_catch_trial;practice_t00000103879;orderSI=13;orderAI=13;0:3.4;13;0.0;1.0
X_GODNFULZPC;English;prot_catch_trial;practice_t00000008895;orderSI=14;orderAI=14;0:4.2;14;1.0;0.0
X_GODNFULZPC;English;prot_catch_trial;practice_t00000008454;orderSI=15;orderAI=15;0:3.1;15;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000101594;orderSI=57;orderAI=18;0:3.4;18;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000006108;orderSI=48;orderAI=19;0:20.1;19;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000025515;orderSI=52;orderAI=20;0:4.1;20;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000100193;orderSI=25;orderAI=21;0:3.7;21;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000014662;orderSI=43;orderAI=22;0:5.0;22;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000017936;orderSI=27;orderAI=23;0:3.3;23;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000013293;orderSI=66;orderAI=24;0:5.7;24;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000007711;orderSI=21;orderAI=25;0:3.3;25;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000086662;orderSI=28;orderAI=26;0:3.1;26;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000017958;orderSI=26;orderAI=27;0:3.0;27;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000076038;orderSI=63;orderAI=28;0:2.6;28;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000041801;orderSI=46;orderAI=29;0:2.9;29;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000074840;orderSI=34;orderAI=30;0:3.6;30;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000103083;orderSI=42;orderAI=31;0:4.5;31;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000000006;orderSI=62;orderAI=32;0:3.4;32;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000050383;orderSI=40;orderAI=33;0:2.3;33;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000000014;orderSI=70;orderAI=34;0:3.3;34;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000015136;orderSI=51;orderAI=35;0:2.2;35;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000013296;orderSI=65;orderAI=36;0:2.9;36;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000076246;orderSI=64;orderAI=37;0:2.8;37;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000048033;orderSI=47;orderAI=38;0:3.1;38;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000017157;orderSI=20;orderAI=39;0:5.3;39;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000014247;orderSI=67;orderAI=40;0:3.7;40;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000100662;orderSI=54;orderAI=41;0:3.2;41;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000082998;orderSI=31;orderAI=42;0:3.4;42;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000061434;orderSI=45;orderAI=43;0:3.2;43;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000074991;orderSI=35;orderAI=44;0:3.7;44;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000095506;orderSI=29;orderAI=45;0:7.8;45;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000103871;orderSI=56;orderAI=46;0:3.8;46;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000103774;orderSI=55;orderAI=47;0:3.3;47;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000043753;orderSI=22;orderAI=48;0:2.7;48;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000094079;orderSI=44;orderAI=49;0:3.7;49;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000008314;orderSI=68;orderAI=50;0:3.0;50;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000035729;orderSI=49;orderAI=51;0:2.7;51;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000011609;orderSI=33;orderAI=52;0:5.7;52;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000044330;orderSI=50;orderAI=53;0:4.3;53;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000101386;orderSI=58;orderAI=54;0:4.8;54;1.0;0.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000089319;orderSI=36;orderAI=55;0:4.5;55;0.0;1.0
X_GODNFULZPC;English;one_play_two_responses;triplet_t00000099557;orderSI=60;orderAI=56;0:3.5;56;1.0;0.0
